ip,app,device,os,channel,click_time,attributed_time,app*device,app*os,,is_attributed
22529,3,1,19,280,2017-11-06 16:19:54,,3,57,,0
102206,8,1,20,145,2017-11-06 16:10:41,,8,160,,0
141288,19,0,21,213,2017-11-06 16:15:09,2017-11-06 16:16:35,0,399,,1
64518,96,396,21,333,2017-11-06 16:17:53,2017-11-06 16:18:50,38016,2016,,1
151574,18,1,13,121,2017-11-06 16:00:53,,18,234,,0
4136,2,1,20,212,2017-11-06 16:20:08,,2,40,,0
5729,2,1,30,237,2017-11-06 16:15:51,,2,60,,0
123842,2,1,19,377,2017-11-06 16:18:54,,2,38,,0
39,19,0,24,213,2017-11-06 16:12:35,2017-11-07 05:26:43,0,456,,1
33860,18,1,19,107,2017-11-06 16:22:40,,18,342,,0
168208,19,187,0,282,2017-11-06 16:04:31,2017-11-06 16:12:32,3553,0,,1
89937,6,1,19,125,2017-11-06 16:22:48,,6,114,,0
205255,19,0,38,213,2017-11-06 16:15:03,2017-11-06 16:16:18,0,722,,1
37919,265,133,38,101,2017-11-06 16:22:44,2017-11-07 08:26:24,35245,10070,,1
91461,29,1,19,213,2017-11-06 16:12:36,2017-11-06 16:19:30,29,551,,1
27595,72,1,19,101,2017-11-06 16:13:32,2017-11-06 17:03:50,72,1368,,1
158405,19,0,24,213,2017-11-06 16:05:13,2017-11-06 16:07:21,0,456,,1
108260,19,0,24,213,2017-11-06 16:03:30,2017-11-07 08:59:45,0,456,,1
178873,2,1,22,205,2017-11-06 16:07:19,,2,44,,0
19831,35,1,18,21,2017-11-06 16:02:36,2017-11-07 11:49:18,35,630,,1
49582,20,2,22,259,2017-11-06 16:06:12,,40,440,,0
107131,64,1,15,459,2017-11-06 16:00:54,,64,960,,0
84860,18,1,1,107,2017-11-06 16:19:20,,18,18,,0
148699,15,1,6,386,2017-11-06 16:10:11,2017-11-06 16:10:53,15,90,,1
116425,2,1,20,364,2017-11-06 16:07:37,,2,40,,0
37135,18,1,19,121,2017-11-06 16:14:20,,18,342,,0
160102,19,0,29,347,2017-11-06 16:07:06,2017-11-07 05:26:25,0,551,,1
111299,25,1,26,259,2017-11-06 16:15:01,,25,650,,0
157378,25,1,22,259,2017-11-06 16:05:05,,25,550,,0
28037,12,1,19,245,2017-11-06 16:10:35,,12,228,,0
14901,24,1,17,105,2017-11-06 16:03:16,,24,408,,0
204776,19,251,29,213,2017-11-06 16:00:52,2017-11-06 16:02:10,4769,551,,1
7088,8,1,3,145,2017-11-06 16:00:06,,8,24,,0
191459,19,0,29,213,2017-11-06 16:06:46,2017-11-06 16:07:28,0,551,,1
134598,3,1,19,280,2017-11-06 16:14:51,,3,57,,0
208933,18,1,22,121,2017-11-06 16:20:30,2017-11-07 04:07:33,18,396,,1
86291,35,1,18,21,2017-11-06 16:00:52,2017-11-07 00:13:59,35,630,,1
42616,19,0,21,347,2017-11-06 16:08:59,2017-11-06 23:14:11,0,399,,1
150001,9,1,20,215,2017-11-06 16:22:44,,9,180,,0
115468,20,1,18,478,2017-11-06 16:14:30,2017-11-07 06:56:22,20,360,,1
100971,12,1,17,178,2017-11-06 16:13:59,,12,204,,0
41045,107,1,13,171,2017-11-06 16:20:40,2017-11-07 11:11:34,107,1391,,1
51719,19,0,24,213,2017-11-06 16:09:38,2017-11-06 17:49:40,0,456,,1
189565,20,1,19,259,2017-11-06 16:00:55,2017-11-06 17:12:23,20,380,,1
191814,29,1,14,213,2017-11-06 16:06:12,2017-11-06 16:09:00,29,406,,1
94283,18,1,32,107,2017-11-06 16:00:45,,18,576,,0
171139,3,1,13,442,2017-11-06 16:22:18,,3,39,,0
170529,35,1,10,274,2017-11-06 16:16:41,2017-11-06 16:52:37,35,350,,1
90950,35,1,9,274,2017-11-06 16:06:18,2017-11-06 22:01:02,35,315,,1
106373,3,1,19,280,2017-11-06 16:22:41,,3,57,,0
123876,19,0,24,213,2017-11-06 16:19:30,2017-11-07 14:32:00,0,456,,1
127081,8,1,20,145,2017-11-06 16:16:55,,8,160,,0
157071,15,1,15,245,2017-11-06 16:07:01,,15,225,,0
209740,72,1,22,101,2017-11-06 16:05:03,2017-11-06 16:09:32,72,1584,,1
198537,18,1,13,107,2017-11-06 16:06:30,,18,234,,0
99912,35,1,10,21,2017-11-06 16:09:19,2017-11-07 08:00:31,35,350,,1
58973,15,1,37,245,2017-11-06 16:06:44,,15,555,,0
168979,167,1,18,213,2017-11-06 16:06:05,2017-11-06 16:07:58,167,3006,,1
62683,17,1,17,280,2017-11-06 16:03:39,,17,289,,0
5314,6,1,17,125,2017-11-06 16:03:35,,6,102,,0
18802,1,1,13,134,2017-11-06 16:03:31,,1,13,,0
75489,14,1,18,123,2017-11-06 16:04:09,,14,252,,0
66845,64,1,12,459,2017-11-06 16:05:38,,64,768,,0
155000,8,1,19,145,2017-11-06 16:00:12,2017-11-07 11:54:34,8,152,,1
46617,14,1,18,349,2017-11-06 16:10:06,,14,252,,0
163739,19,0,0,213,2017-11-06 16:15:08,2017-11-06 16:18:02,0,0,,1
175837,2,1,22,205,2017-11-06 16:12:28,,2,44,,0
85192,12,1,18,178,2017-11-06 16:10:59,,12,216,,0
83268,3,1,13,280,2017-11-06 16:12:48,,3,39,,0
156507,29,1,19,282,2017-11-06 16:11:25,2017-11-06 16:13:49,29,551,,1
36372,15,1,17,140,2017-11-06 16:05:32,,15,255,,0
49553,15,1,3,245,2017-11-06 16:05:07,,15,45,,0
71373,3,1,13,135,2017-11-06 16:20:27,,3,39,,0
73516,3,1,3,153,2017-11-06 16:01:00,,3,9,,0
183281,8,1,13,145,2017-11-06 16:07:38,2017-11-07 11:28:05,8,104,,1
204845,8,1,19,145,2017-11-06 16:04:51,2017-11-07 07:48:53,8,152,,1
39684,19,0,29,347,2017-11-06 16:06:44,2017-11-07 00:24:26,0,551,,1
95929,29,1,17,213,2017-11-06 16:13:24,2017-11-07 09:18:17,29,493,,1
124936,19,0,21,213,2017-11-06 16:06:07,2017-11-07 02:39:42,0,399,,1
42657,19,0,29,347,2017-11-06 16:22:31,2017-11-07 03:09:39,0,551,,1
58852,12,1,1,178,2017-11-06 16:18:10,,12,12,,0
42077,51,0,50,203,2017-11-06 16:13:25,2017-11-07 10:40:59,0,2550,,1
150307,158,1,19,347,2017-11-06 16:13:26,2017-11-06 17:08:51,158,3002,,1
78620,35,1,18,274,2017-11-06 16:11:59,2017-11-06 18:12:36,35,630,,1
2254,8,1,13,145,2017-11-06 16:01:07,,8,104,,0
146561,3,1,13,280,2017-11-06 16:07:42,2017-11-07 08:32:13,3,39,,1
73516,12,1,15,178,2017-11-06 16:18:00,,12,180,,0
115947,35,1,19,21,2017-11-06 16:01:02,2017-11-06 17:08:44,35,665,,1
100600,35,1,25,274,2017-11-06 16:12:42,2017-11-06 22:47:42,35,875,,1
158823,9,1,37,258,2017-11-06 16:22:36,,9,333,,0
147413,9,1,19,134,2017-11-06 16:00:16,,9,171,,0
37458,21,1,13,128,2017-11-06 16:15:17,,21,273,,0
74314,26,1,10,266,2017-11-06 16:01:43,,26,260,,0
126874,19,88,24,213,2017-11-06 16:07:03,2017-11-06 16:08:35,1672,456,,1
52019,14,1,10,480,2017-11-06 16:01:54,,14,140,,0
21807,265,0,24,101,2017-11-06 16:15:33,2017-11-06 16:25:02,0,6360,,1
179554,19,0,21,213,2017-11-06 16:02:09,2017-11-06 16:02:44,0,399,,1
27987,12,1,19,245,2017-11-06 16:13:50,,12,228,,0
200669,35,1,18,21,2017-11-06 16:07:46,2017-11-07 00:28:39,35,630,,1
24830,17,1,19,280,2017-11-06 16:20:02,,17,323,,0
892,3,1,47,135,2017-11-06 16:09:04,,3,141,,0
38687,9,1,19,134,2017-11-06 16:03:32,,9,171,,0
90855,12,1,19,178,2017-11-06 16:05:32,,12,228,,0
172225,121,1,19,203,2017-11-06 16:02:41,2017-11-06 16:06:49,121,2299,,1
185851,25,1,10,259,2017-11-06 16:06:25,,25,250,,0
99482,24,1,19,105,2017-11-06 16:21:03,,24,456,,0
79786,20,1,19,259,2017-11-06 16:09:07,,20,380,,0
38722,8,1,18,145,2017-11-06 16:03:23,,8,144,,0
79372,14,1,37,134,2017-11-06 16:00:36,,14,518,,0
125275,19,0,607,347,2017-11-06 16:22:46,2017-11-07 13:51:44,0,11533,,1
176509,19,37,24,213,2017-11-06 16:02:15,2017-11-06 16:03:06,703,456,,1
79857,26,1,13,121,2017-11-06 16:07:28,2017-11-06 16:49:57,26,338,,1
120657,8,1,18,145,2017-11-06 16:00:45,,8,144,,0
193795,19,0,24,213,2017-11-06 16:07:49,2017-11-06 16:09:33,0,456,,1
193474,15,1,19,245,2017-11-06 16:03:17,,15,285,,0
193836,19,9,24,333,2017-11-06 16:12:15,2017-11-06 16:13:19,171,456,,1
107937,167,1,3,213,2017-11-06 16:12:09,2017-11-06 16:13:21,167,501,,1
139183,2,1,18,205,2017-11-06 16:05:50,,2,36,,0
115975,3,1,19,379,2017-11-06 16:09:10,,3,57,,0
97744,72,1,22,101,2017-11-06 16:04:05,2017-11-06 16:12:34,72,1584,,1
99912,14,1,13,442,2017-11-06 16:15:56,,14,182,,0
12948,9,1,17,134,2017-11-06 16:17:57,,9,153,,0
181231,45,1,17,213,2017-11-06 16:22:10,2017-11-06 16:26:07,45,765,,1
56449,2,1,13,237,2017-11-06 16:07:34,,2,26,,0
197270,9,1,22,134,2017-11-06 16:17:01,2017-11-07 13:56:20,9,198,,1
73516,12,2,20,178,2017-11-06 16:06:57,,24,240,,0
105475,25,1,22,259,2017-11-06 16:08:32,,25,550,,0
11827,9,1,13,215,2017-11-06 16:17:53,2017-11-06 16:22:47,9,117,,1
113430,35,1,19,21,2017-11-06 16:18:21,2017-11-07 04:42:42,35,665,,1
39036,35,1,13,21,2017-11-06 16:17:11,2017-11-06 23:32:27,35,455,,1
126320,15,1,19,245,2017-11-06 16:15:23,,15,285,,0
107813,2,1,27,212,2017-11-06 16:16:39,,2,54,,0
155306,35,1,37,274,2017-11-06 16:20:53,2017-11-07 10:03:09,35,1295,,1
60176,3,2,18,280,2017-11-06 16:11:39,,6,54,,0
73516,18,1,19,121,2017-11-06 16:06:53,,18,342,,0
196821,16,1,1,243,2017-11-06 16:07:22,2017-11-06 16:20:29,16,16,,1
55374,8,1,13,145,2017-11-06 16:20:55,2017-11-07 07:39:46,8,104,,1
92873,23,1,1,153,2017-11-06 16:09:15,,23,23,,0
24615,2,1,19,477,2017-11-06 16:00:58,,2,38,,0
58660,8,1,13,140,2017-11-06 16:14:42,2017-11-07 05:52:49,8,104,,1
113796,9,1,22,134,2017-11-06 16:10:17,,9,198,,0
185658,19,40,24,213,2017-11-06 16:08:31,2017-11-07 04:22:18,760,456,,1
73362,21,1,1,128,2017-11-06 16:19:21,,21,21,,0
102609,35,1,13,274,2017-11-06 16:21:51,2017-11-06 18:00:52,35,455,,1
190771,9,1,17,442,2017-11-06 16:04:00,2017-11-07 03:38:15,9,153,,1
107173,3,1,25,489,2017-11-06 16:08:37,,3,75,,0
53790,9,1,19,134,2017-11-06 16:22:37,,9,171,,0
126985,12,1,13,245,2017-11-06 16:06:49,,12,156,,0
49383,3,2,13,137,2017-11-06 16:21:06,,6,39,,0
171524,35,1,25,274,2017-11-06 16:13:00,2017-11-06 23:23:03,35,875,,1
69946,15,1,1,140,2017-11-06 16:00:29,,15,15,,0
81401,19,21,24,101,2017-11-06 16:02:29,2017-11-06 16:03:41,399,456,,1
97684,19,0,24,213,2017-11-06 16:13:27,2017-11-06 16:14:23,0,456,,1
122416,35,1,13,274,2017-11-06 16:13:21,2017-11-06 22:59:19,35,455,,1
103411,3,1,22,137,2017-11-06 16:06:49,,3,66,,0
93738,35,1,18,21,2017-11-06 16:02:21,2017-11-07 07:22:31,35,630,,1
191548,19,40,24,213,2017-11-06 16:21:48,2017-11-06 16:28:18,760,456,,1
200324,19,0,0,347,2017-11-06 16:07:35,2017-11-07 02:48:48,0,0,,1
197343,9,1,19,215,2017-11-06 16:00:40,,9,171,,0
100002,15,1,18,245,2017-11-06 16:15:50,,15,270,,0
92870,3,1,19,115,2017-11-06 16:02:29,,3,57,,0
212634,29,1,16,101,2017-11-06 16:13:44,2017-11-06 16:16:35,29,464,,1
105560,18,1,19,107,2017-11-06 16:02:47,,18,342,,0
138501,145,490,24,320,2017-11-06 16:10:19,2017-11-06 16:25:09,71050,3480,,1
13597,20,1,22,259,2017-11-06 16:10:09,2017-11-07 02:08:23,20,440,,1
153339,35,1,25,274,2017-11-06 16:03:21,2017-11-06 19:28:09,35,875,,1
27561,60,1,19,21,2017-11-06 16:07:17,2017-11-07 13:02:47,60,1140,,1
105720,11,1,15,173,2017-11-06 16:07:31,,11,165,,0
103147,20,1,19,259,2017-11-06 16:09:04,,20,380,,0
28034,35,1,22,274,2017-11-06 16:08:10,2017-11-07 01:34:52,35,770,,1
29173,12,1,17,178,2017-11-06 16:11:14,,12,204,,0
130068,19,0,24,347,2017-11-06 16:11:34,2017-11-07 14:51:52,0,456,,1
18839,8,1,6,145,2017-11-06 16:01:09,2017-11-06 17:25:31,8,48,,1
146474,3,1,19,110,2017-11-06 16:21:24,,3,57,,0
66948,19,6,29,213,2017-11-06 16:04:37,2017-11-06 16:09:47,114,551,,1
19964,2,1,19,237,2017-11-06 16:18:39,,2,38,,0
140337,29,1,6,213,2017-11-06 16:10:59,2017-11-06 16:36:56,29,174,,1
164169,19,0,0,213,2017-11-06 16:04:05,2017-11-06 16:04:52,0,0,,1
210933,72,1,19,101,2017-11-06 16:17:08,2017-11-06 16:19:44,72,1368,,1
104491,12,1,19,178,2017-11-06 16:02:43,,12,228,,0
95029,3,1,16,130,2017-11-06 16:08:09,,3,48,,0
33762,2,1,13,219,2017-11-06 16:07:30,,2,26,,0
103801,35,1,19,21,2017-11-06 16:02:09,2017-11-07 01:00:29,35,665,,1
194455,83,0,24,171,2017-11-06 16:07:53,2017-11-06 16:37:14,0,1992,,1
73516,12,1,15,326,2017-11-06 16:16:13,,12,180,,0
9660,9,1,37,334,2017-11-06 16:22:54,,9,333,,0
68097,15,1,10,245,2017-11-06 16:11:02,,15,150,,0
190760,72,1,25,101,2017-11-06 16:15:57,2017-11-06 16:19:32,72,1800,,1
106281,19,21,24,213,2017-11-06 16:00:15,2017-11-06 16:01:31,399,456,,1
63101,3,1,17,115,2017-11-06 16:04:22,,3,51,,0
100393,19,0,38,347,2017-11-06 16:17:20,2017-11-06 16:30:48,0,722,,1
162342,45,1,10,213,2017-11-06 16:01:38,2017-11-06 16:08:27,45,450,,1
70896,2,1,20,237,2017-11-06 16:20:15,,2,40,,0
103221,3,1,15,115,2017-11-06 16:12:31,,3,45,,0
59062,23,1,11,153,2017-11-06 16:10:23,,23,253,,0
133892,72,1,27,101,2017-11-06 16:11:34,2017-11-06 16:16:30,72,1944,,1
32523,12,1,19,259,2017-11-06 16:01:01,,12,228,,0
7057,2,1,10,212,2017-11-06 16:21:22,,2,20,,0
98244,18,1,19,107,2017-11-06 16:05:31,,18,342,,0
88168,19,0,21,210,2017-11-06 16:09:32,2017-11-07 11:27:49,0,399,,1
116913,78,1410,67,224,2017-11-06 16:03:06,2017-11-06 16:16:50,109980,5226,,1
8796,23,1,22,153,2017-11-06 16:00:42,,23,506,,0
105069,12,1,13,265,2017-11-06 16:00:42,,12,156,,0
8254,8,1,13,145,2017-11-06 16:18:18,,8,104,,0
113643,72,1,19,101,2017-11-06 16:10:31,2017-11-07 02:49:10,72,1368,,1
114999,35,1,10,274,2017-11-06 16:19:01,2017-11-06 21:18:08,35,350,,1
104502,9,1,13,134,2017-11-06 16:19:10,,9,117,,0
92873,24,2,15,105,2017-11-06 16:08:37,,48,360,,0
98403,21,1,56,128,2017-11-06 16:15:00,,21,1176,,0
114653,18,1,13,121,2017-11-06 16:20:50,,18,234,,0
18139,2,1,19,469,2017-11-06 16:02:50,,2,38,,0
160214,183,3032,607,347,2017-11-06 16:10:20,,554856,111081,,0
103287,9,1,9,244,2017-11-06 16:12:57,,9,81,,0
179997,2,1,13,469,2017-11-06 16:20:57,,2,26,,0
132613,8,1,3,145,2017-11-06 16:01:37,,8,24,,0
77655,35,1,13,21,2017-11-06 16:09:06,2017-11-06 17:13:53,35,455,,1
70837,3,1,9,130,2017-11-06 16:02:43,,3,27,,0
87599,19,0,29,213,2017-11-06 16:02:34,2017-11-06 16:04:28,0,551,,1
146151,8,1,13,145,2017-11-06 16:11:02,2017-11-07 09:35:32,8,104,,1
27948,8,1,8,145,2017-11-06 16:14:29,,8,64,,0
93054,18,1,13,121,2017-11-06 16:17:08,,18,234,,0
131673,2,1,19,213,2017-11-06 16:08:17,2017-11-06 16:11:34,2,38,,1
189361,35,1,13,21,2017-11-06 16:01:33,2017-11-07 00:41:23,35,455,,1
48525,21,1,19,128,2017-11-06 16:16:37,,21,399,,0
161618,3,1,13,280,2017-11-06 16:21:00,,3,39,,0
99722,24,1,35,105,2017-11-06 16:12:03,,24,840,,0
111121,18,1,19,439,2017-11-06 16:02:50,,18,342,,0
71805,15,1,19,430,2017-11-06 16:09:14,2017-11-06 16:11:32,15,285,,1
175223,9,1,30,134,2017-11-06 16:04:31,,9,270,,0
43686,27,1,13,153,2017-11-06 16:22:32,,27,351,,0
118079,24,2,12,105,2017-11-06 16:20:46,,48,288,,0
80356,18,1,19,121,2017-11-06 16:03:37,2017-11-06 16:05:23,18,342,,1
139232,155,1,9,213,2017-11-06 16:00:34,2017-11-06 16:03:47,155,1395,,1
49600,2,2,22,122,2017-11-06 16:02:11,,4,44,,0
83594,13,1,22,477,2017-11-06 16:19:43,,13,286,,0
175177,35,1,19,21,2017-11-06 16:10:52,2017-11-07 01:59:37,35,665,,1
32265,8,1,22,145,2017-11-06 16:11:15,,8,176,,0
27639,2,1,13,122,2017-11-06 16:17:23,,2,26,,0
22385,12,1,41,135,2017-11-06 16:21:08,,12,492,,0
105157,35,1,19,274,2017-11-06 16:02:06,2017-11-06 16:25:19,35,665,,1
153062,19,0,24,213,2017-11-06 16:18:50,2017-11-06 16:19:30,0,456,,1
201182,202,1,6,421,2017-11-06 16:08:27,2017-11-07 11:02:00,202,1212,,1
106333,36,1,13,110,2017-11-06 16:07:01,2017-11-07 04:33:47,36,468,,1
198669,19,0,21,213,2017-11-06 16:20:02,2017-11-06 16:20:36,0,399,,1
138241,72,1,1,101,2017-11-06 16:00:56,2017-11-06 16:03:45,72,72,,1
73516,21,1,19,128,2017-11-06 16:18:59,,21,399,,0
32930,2,1,17,219,2017-11-06 16:12:36,,2,34,,0
114478,15,1,17,245,2017-11-06 16:04:27,2017-11-07 02:49:55,15,255,,1
122493,35,1,53,274,2017-11-06 16:05:03,2017-11-06 22:38:24,35,1855,,1
163709,29,1,13,213,2017-11-06 16:04:42,2017-11-06 16:16:35,29,377,,1
72199,36,1,13,110,2017-11-06 16:01:08,,36,468,,0
63725,3,1,10,379,2017-11-06 16:18:14,,3,30,,0
98542,35,1,13,274,2017-11-06 16:21:19,2017-11-06 17:41:45,35,455,,1
175323,3,1,19,417,2017-11-06 16:13:08,,3,57,,0
93082,3,1,19,130,2017-11-06 16:01:37,,3,57,,0
189471,19,0,24,210,2017-11-06 16:18:25,2017-11-07 08:04:09,0,456,,1
63516,21,1,28,128,2017-11-06 16:20:52,,21,588,,0
47025,25,1,19,259,2017-11-06 16:04:30,,25,475,,0
47748,19,0,50,213,2017-11-06 16:16:08,2017-11-07 10:40:29,0,950,,1
125581,23,1,36,153,2017-11-06 16:10:24,,23,828,,0
107157,8,1,19,145,2017-11-06 16:00:40,2017-11-07 13:06:26,8,152,,1
131720,37,1,19,213,2017-11-06 16:18:23,2017-11-06 16:21:18,37,703,,1
114655,14,1,19,379,2017-11-06 16:05:31,,14,266,,0
45466,64,1,19,459,2017-11-06 16:13:23,,64,1216,,0
135230,19,0,50,213,2017-11-06 16:11:52,2017-11-06 16:33:17,0,950,,1
133319,19,97,24,213,2017-11-06 16:12:20,2017-11-06 16:13:35,1843,456,,1
123703,2,1,25,435,2017-11-06 16:19:06,,2,50,,0
84774,119,3032,607,347,2017-11-06 16:03:03,,360808,72233,,0
34323,15,1,15,245,2017-11-06 16:07:17,,15,225,,0
18617,2,1,13,258,2017-11-06 16:08:50,,2,26,,0
48629,35,1,13,274,2017-11-06 16:16:02,2017-11-06 17:27:53,35,455,,1
4052,18,1,17,121,2017-11-06 16:10:56,,18,306,,0
43855,11,1,22,319,2017-11-06 16:16:16,,11,242,,0
124763,2,1,22,477,2017-11-06 16:11:24,,2,44,,0
99897,6,1,3,125,2017-11-06 16:11:53,,6,18,,0
50522,9,1,13,134,2017-11-06 16:22:10,,9,117,,0
72323,8,1,19,145,2017-11-06 16:04:57,2017-11-06 18:09:05,8,152,,1
97327,18,1,17,107,2017-11-06 16:01:48,,18,306,,0
8486,35,1,18,21,2017-11-06 16:10:04,2017-11-07 14:57:36,35,630,,1
114299,9,1,22,134,2017-11-06 16:09:49,2017-11-07 09:00:42,9,198,,1
112281,8,1,25,145,2017-11-06 16:03:29,,8,200,,0
104095,8,1,20,145,2017-11-06 16:12:47,,8,160,,0
106857,2,1,19,477,2017-11-06 16:05:30,,2,38,,0
137311,145,381,21,320,2017-11-06 16:08:42,2017-11-06 16:08:58,55245,3045,,1
163577,9,1,40,215,2017-11-06 16:01:39,2017-11-07 04:56:08,9,360,,1
133825,1,1,13,134,2017-11-06 16:20:56,,1,13,,0
162196,19,220,21,282,2017-11-06 16:22:20,2017-11-06 16:23:13,4180,399,,1
89592,8,1,13,145,2017-11-06 16:10:52,,8,104,,0
171134,279,1,13,101,2017-11-06 16:07:35,2017-11-06 16:09:06,279,3627,,1
58404,8,1,19,145,2017-11-06 16:01:14,,8,152,,0
79881,15,1,15,245,2017-11-06 16:00:58,,15,225,,0
136683,9,1,25,215,2017-11-06 16:05:52,,9,225,,0
157587,19,941,38,213,2017-11-06 16:18:41,2017-11-06 16:25:54,17879,722,,1
118324,35,1,6,21,2017-11-06 16:00:58,2017-11-07 01:41:46,35,210,,1
39020,18,1,19,107,2017-11-06 16:00:29,,18,342,,0
141879,3,1,35,205,2017-11-06 16:17:21,,3,105,,0
73234,21,1,3,128,2017-11-06 16:18:55,,21,63,,0
184583,19,0,0,213,2017-11-06 16:01:21,2017-11-07 08:13:25,0,0,,1
36688,9,1,18,134,2017-11-06 16:08:35,,9,162,,0
133277,9,1,12,134,2017-11-06 16:08:07,,9,108,,0
39306,12,1,13,409,2017-11-06 16:13:24,,12,156,,0
30587,11,1,8,469,2017-11-06 16:00:05,,11,88,,0
130774,19,89,24,282,2017-11-06 16:13:40,2017-11-06 16:15:52,1691,456,,1
28168,9,1,15,134,2017-11-06 16:05:51,,9,135,,0
113832,13,1,3,469,2017-11-06 16:05:21,,13,39,,0
137322,19,0,24,213,2017-11-06 16:20:53,2017-11-06 16:21:41,0,456,,1
181173,8,1,13,145,2017-11-06 16:10:33,2017-11-07 03:38:46,8,104,,1
58485,10,1,13,113,2017-11-06 16:14:30,,10,130,,0
37458,2,1,19,258,2017-11-06 16:04:48,,2,38,,0
14710,25,1,13,259,2017-11-06 16:07:04,,25,325,,0
28112,9,1,15,215,2017-11-06 16:01:57,,9,135,,0
91661,2,1,36,205,2017-11-06 16:07:12,,2,72,,0
113283,8,1,19,145,2017-11-06 16:11:07,,8,152,,0
2211,9,1,13,134,2017-11-06 16:13:26,,9,117,,0
44377,8,1,6,145,2017-11-06 16:00:40,,8,48,,0
83616,8,1,35,145,2017-11-06 16:02:07,,8,280,,0
29453,24,1,19,105,2017-11-06 16:14:16,,24,456,,0
206167,145,82,24,320,2017-11-06 16:04:37,2017-11-06 16:06:12,11890,3480,,1
37719,35,1,15,21,2017-11-06 16:17:50,2017-11-07 08:00:54,35,525,,1
145071,29,1,19,213,2017-11-06 16:11:24,2017-11-06 16:18:05,29,551,,1
42143,10,1,13,113,2017-11-06 16:03:04,2017-11-07 01:40:54,10,130,,1
52043,2,1,19,237,2017-11-06 16:18:02,,2,38,,0
194289,19,40,24,213,2017-11-06 16:04:51,2017-11-06 16:52:01,760,456,,1
146791,15,1,41,245,2017-11-06 16:05:15,,15,615,,0
109850,19,0,50,213,2017-11-06 16:03:40,2017-11-06 16:07:14,0,950,,1
178259,1,1,22,135,2017-11-06 16:17:59,2017-11-07 02:42:09,1,22,,1
176014,12,1,35,178,2017-11-06 16:10:35,,12,420,,0
98180,78,3033,67,224,2017-11-06 16:13:08,2017-11-07 06:06:54,236574,5226,,1
22037,13,1,19,477,2017-11-06 16:17:43,,13,247,,0
3179,2,1,22,435,2017-11-06 16:17:29,,2,44,,0
49321,6,1,19,125,2017-11-06 16:17:38,,6,114,,0
7756,35,1,13,21,2017-11-06 16:04:09,2017-11-07 13:47:17,35,455,,1
108568,19,0,24,213,2017-11-06 16:04:01,2017-11-06 22:29:57,0,456,,1
113418,10,1,14,377,2017-11-06 16:21:13,2017-11-07 12:02:01,10,140,,1
34506,29,1,13,333,2017-11-06 16:05:46,2017-11-06 16:07:37,29,377,,1
20218,8,1,13,145,2017-11-06 16:01:14,,8,104,,0
14348,3,1,6,211,2017-11-06 16:20:01,,3,18,,0
111102,35,1,9,21,2017-11-06 16:13:06,2017-11-07 02:52:39,35,315,,1
211897,5,1,41,113,2017-11-06 16:14:17,2017-11-06 16:14:17,5,205,,1
133825,15,1,19,140,2017-11-06 16:00:17,,15,285,,0
5729,9,1,13,215,2017-11-06 16:05:13,,9,117,,0
69893,19,0,24,213,2017-11-06 16:06:21,2017-11-07 08:33:08,0,456,,1
172522,3,1,13,115,2017-11-06 16:11:50,,3,39,,0
126572,9,1,13,244,2017-11-06 16:21:01,2017-11-07 06:29:17,9,117,,1
135992,58,3032,607,347,2017-11-06 16:14:43,,175856,35206,,0
77029,35,1,13,21,2017-11-06 16:07:03,2017-11-06 23:08:46,35,455,,1
17814,9,1,18,134,2017-11-06 16:20:33,,9,162,,0
142444,19,50,0,213,2017-11-06 16:03:20,2017-11-07 10:09:10,950,0,,1
13969,11,1,13,481,2017-11-06 16:05:32,,11,143,,0
178014,35,1,17,274,2017-11-06 16:03:16,2017-11-07 10:25:47,35,595,,1
150551,19,0,38,347,2017-11-06 16:22:05,2017-11-07 01:22:14,0,722,,1
163219,1,1,16,377,2017-11-06 16:07:50,,1,16,,0
69196,35,1,22,274,2017-11-06 16:00:53,2017-11-06 16:05:45,35,770,,1
186875,15,1,6,315,2017-11-06 16:02:56,2017-11-06 16:03:28,15,90,,1
66176,2,1,13,477,2017-11-06 16:15:51,,2,26,,0
9923,9,1,41,234,2017-11-06 16:02:24,,9,369,,0
164143,29,1,40,213,2017-11-06 16:01:40,2017-11-06 16:04:57,29,1160,,1
55057,2,1,17,122,2017-11-06 16:05:31,,2,34,,0
123788,12,2,19,245,2017-11-06 16:08:12,,24,228,,0
103370,20,1,13,259,2017-11-06 16:04:35,,20,260,,0
127914,35,1,13,21,2017-11-06 16:17:10,2017-11-07 06:14:21,35,455,,1
92735,51,0,24,203,2017-11-06 16:06:33,2017-11-06 16:24:00,0,1224,,1
118756,3,1,3,480,2017-11-06 16:19:27,,3,9,,0
81662,12,1,18,265,2017-11-06 16:01:06,,12,216,,0
177373,208,1,19,113,2017-11-06 16:06:49,2017-11-06 17:06:45,208,3952,,1
118154,29,1,12,213,2017-11-06 16:18:55,2017-11-06 16:19:23,29,348,,1
167089,29,1,16,213,2017-11-06 16:18:37,2017-11-06 16:18:56,29,464,,1
129108,29,1,18,213,2017-11-06 16:15:07,2017-11-06 16:16:49,29,522,,1
67016,2,1,9,237,2017-11-06 16:22:24,,2,18,,0
145896,15,1,10,412,2017-11-06 16:03:02,,15,150,,0
98207,3,1,13,280,2017-11-06 16:11:52,,3,39,,0
