ip,app,device,os,channel,app*device,app*os,time_diff,ip_freq,app_freq,device_freq,os_freq,channel_freq,is_attributed
72484,12,1,13,497,12,156,0.028726852,0.000263574,0.086188719,0.805218766,0.191881919,0.001054296,0
206255,2,1,22,213,2,44,0.013275463,0.000263574,0.069583553,0.805218766,0.043489721,0.144175013,1
151512,29,1,15,213,29,435,0.021712963,0.000263574,0.042435424,0.805218766,0.020822351,0.144175013,1
95820,15,1,37,245,15,555,0.01662037,0.000790722,0.063257775,0.805218766,0.009225092,0.051396943,0
974,19,46,0,213,874,0,0.015150463,0.000527148,0.133632051,0.001054296,0.035846073,0.144175013,1
144876,12,1,22,122,12,264,0.021909722,0.000527148,0.086188719,0.805218766,0.043489721,0.00843437,0
199052,3,1,47,113,3,141,0.027650463,0.000263574,0.087770163,0.805218766,0.003690037,0.008697944,1
35126,12,1,18,178,12,216,0.017106481,0.000263574,0.086188719,0.805218766,0.033210332,0.03110174,0
12524,18,1,18,121,18,324,0.026793981,0.000263574,0.043226147,0.805218766,0.033210332,0.021085925,1
113839,79,1,14,213,79,1106,0.019479167,0.000527148,0.003162889,0.805218766,0.012124407,0.144175013,1
198448,19,46,0,213,874,0,0.013634259,0.000263574,0.133632051,0.001054296,0.035846073,0.144175013,1
137273,84,7,21,101,588,1764,0.02556713,0.000263574,0.005007907,0.001845018,0.027938851,0.036636795,1
110503,15,1,17,245,15,255,0.016689815,0.000263574,0.063257775,0.805218766,0.044544017,0.051396943,0
18703,12,1,19,178,12,228,0.018402778,0.001054296,0.086188719,0.805218766,0.208750659,0.03110174,0
151848,3,1,28,489,3,84,0.013564815,0.000263574,0.087770163,0.805218766,0.006062203,0.005798629,1
44267,3,1,13,173,3,39,0.01818287,0.000263574,0.087770163,0.805218766,0.191881919,0.003690037,0
130269,14,2,36,123,28,504,0.02599537,0.000527148,0.023458092,0.030311017,0.002372167,0.004480759,0
192570,19,0,24,213,0,456,0.021261574,0.000263574,0.133632051,0.104902478,0.055350554,0.144175013,1
102149,1,1,44,134,1,44,0.020011574,0.000263574,0.01818661,0.805218766,0.001581444,0.052714813,0
63840,18,1,12,121,18,216,0.013587963,0.000263574,0.043226147,0.805218766,0.007643648,0.021085925,0
173674,19,0,24,213,0,456,0.021296296,0.000263574,0.133632051,0.104902478,0.055350554,0.144175013,1
182932,12,1,19,259,12,228,0.019976852,0.000263574,0.086188719,0.805218766,0.208750659,0.035055351,0
119628,9,1,19,134,9,171,0.013321759,0.000527148,0.085134423,0.805218766,0.208750659,0.052714813,0
208699,3,1,6,489,3,18,0.021724537,0.000527148,0.087770163,0.805218766,0.025566684,0.005798629,1
99344,3,2,19,110,6,57,0.018657407,0.000263574,0.087770163,0.030311017,0.208750659,0.006325778,0
45852,12,1,19,242,12,228,0.015277778,0.000263574,0.086188719,0.805218766,0.208750659,0.001581444,0
19248,18,1,25,121,18,450,0.021041667,0.000263574,0.043226147,0.805218766,0.02398524,0.021085925,0
181718,35,1,10,274,35,350,0.013969907,0.000263574,0.078281497,0.805218766,0.021349499,0.038745387,1
118315,19,21,24,213,399,456,0.028842593,0.000527148,0.133632051,0.001845018,0.055350554,0.144175013,1
29024,21,1,13,128,21,273,0.014363426,0.000263574,0.015287296,0.805218766,0.191881919,0.017395888,0
77285,18,1,10,134,18,180,0.025474537,0.000263574,0.043226147,0.805218766,0.021349499,0.052714813,0
24000,8,1,41,145,8,328,0.025277778,0.000263574,0.042435424,0.805218766,0.012124407,0.038745387,0
81981,12,1,13,140,12,156,0.01474537,0.000263574,0.086188719,0.805218766,0.191881919,0.013178703,0
9964,167,1,12,213,167,2004,0.013854167,0.000263574,0.00131787,0.805218766,0.007643648,0.144175013,1
190103,21,1,22,128,21,462,0.016793981,0.000263574,0.015287296,0.805218766,0.043489721,0.017395888,0
45745,11,1,10,319,11,110,0.01349537,0.001845018,0.011860833,0.805218766,0.021349499,0.003426463,0
78290,10,1,19,113,10,190,0.025763889,0.000527148,0.00975224,0.805218766,0.208750659,0.008697944,0
139838,1,1,3,134,1,3,0.017905093,0.000263574,0.01818661,0.805218766,0.013705851,0.052714813,0
159768,8,1,1,145,8,8,0.015138889,0.000527148,0.042435424,0.805218766,0.012124407,0.038745387,0
135873,3,1,19,211,3,57,0.01974537,0.000263574,0.087770163,0.805218766,0.208750659,0.002372167,1
4486,143,0,21,414,0,3003,0.021388889,0.000263574,0.000263574,0.104902478,0.027938851,0.000527148,1
41851,9,1,13,232,9,117,0.016944444,0.000263574,0.085134423,0.805218766,0.191881919,0.004744333,0
130834,15,2,19,140,30,285,0.018344907,0.000527148,0.063257775,0.030311017,0.208750659,0.013178703,0
190408,19,63,84,347,1197,1596,0.014872685,0.000263574,0.133632051,0.000263574,0.000263574,0.022140221,1
69411,15,1,13,245,15,195,0.015601852,0.000263574,0.063257775,0.805218766,0.191881919,0.051396943,1
29151,29,1,13,213,29,377,0.024907407,0.000263574,0.042435424,0.805218766,0.191881919,0.144175013,1
147322,18,1,13,107,18,234,0.013773148,0.000263574,0.043226147,0.805218766,0.191881919,0.015814444,1
151574,1,1,16,178,1,16,0.013715278,0.000527148,0.01818661,0.805218766,0.013969425,0.03110174,0
205600,19,40,24,213,760,456,0.022673611,0.000263574,0.133632051,0.003162889,0.055350554,0.144175013,1
22529,3,1,19,280,3,57,0.02693287,0.000263574,0.087770163,0.805218766,0.208750659,0.031365314,0
102206,8,1,20,145,8,160,0.020532407,0.000527148,0.042435424,0.805218766,0.019240907,0.038745387,0
141288,19,0,21,213,0,399,0.023634259,0.000527148,0.133632051,0.104902478,0.027938851,0.144175013,1
64518,96,396,21,333,38016,2016,0.025532407,0.000263574,0.001845018,0.000527148,0.027938851,0.009488666,1
151574,18,1,13,121,18,234,0.013726852,0.000527148,0.043226147,0.805218766,0.191881919,0.021085925,0
4136,2,1,20,212,2,40,0.027094907,0.000263574,0.069583553,0.805218766,0.019240907,0.004217185,0
5729,2,1,30,237,2,60,0.02412037,0.00131787,0.069583553,0.805218766,0.003690037,0.004744333,0
123842,2,1,19,377,2,38,0.026238426,0.000263574,0.069583553,0.805218766,0.208750659,0.005798629,0
39,19,0,24,213,0,456,0.021851852,0.000263574,0.133632051,0.104902478,0.055350554,0.144175013,1
33860,18,1,19,107,18,342,0.028854167,0.000263574,0.043226147,0.805218766,0.208750659,0.015814444,0
168208,19,187,0,282,3553,0,0.01625,0.000263574,0.133632051,0.000263574,0.035846073,0.008697944,1
89937,6,1,19,125,6,114,0.028946759,0.000263574,0.011333685,0.805218766,0.208750659,0.0071165,0
205255,19,0,38,213,0,722,0.023564815,0.000263574,0.133632051,0.104902478,0.010542963,0.144175013,1
37919,265,133,38,101,35245,10070,0.028900463,0.000527148,0.003690037,0.000527148,0.010542963,0.036636795,1
91461,29,1,19,213,29,551,0.021863426,0.000263574,0.042435424,0.805218766,0.208750659,0.144175013,1
27595,72,1,19,101,72,1368,0.022511574,0.000263574,0.011860833,0.805218766,0.208750659,0.036636795,1
158405,19,0,24,213,0,456,0.016736111,0.000263574,0.133632051,0.104902478,0.055350554,0.144175013,1
108260,19,0,24,213,0,456,0.015543981,0.000263574,0.133632051,0.104902478,0.055350554,0.144175013,1
178873,2,1,22,205,2,44,0.018194444,0.000527148,0.069583553,0.805218766,0.043489721,0.013969425,0
19831,35,1,18,21,35,630,0.014918981,0.000263574,0.078281497,0.805218766,0.033210332,0.042962572,1
49582,20,2,22,259,40,440,0.017418981,0.000263574,0.016605166,0.030311017,0.043489721,0.035055351,0
107131,64,1,15,459,64,960,0.013738426,0.000263574,0.010542963,0.805218766,0.020822351,0.014496574,0
84860,18,1,1,107,18,18,0.026539352,0.000263574,0.043226147,0.805218766,0.012124407,0.015814444,0
148699,15,1,6,386,15,90,0.020185185,0.000263574,0.063257775,0.805218766,0.025566684,0.002899315,1
116425,2,1,20,364,2,40,0.018402778,0.000527148,0.069583553,0.805218766,0.019240907,0.003162889,0
37135,18,1,19,121,18,342,0.02306713,0.000790722,0.043226147,0.805218766,0.208750659,0.021085925,0
160102,19,0,29,347,0,551,0.018043981,0.000263574,0.133632051,0.104902478,0.019768055,0.022140221,1
111299,25,1,26,259,25,650,0.023541667,0.000527148,0.009225092,0.805218766,0.003690037,0.035055351,0
157378,25,1,22,259,25,550,0.016643519,0.000527148,0.009225092,0.805218766,0.043489721,0.035055351,0
28037,12,1,19,245,12,228,0.020462963,0.000263574,0.086188719,0.805218766,0.208750659,0.051396943,0
14901,24,1,17,105,24,408,0.015381944,0.000263574,0.012651555,0.805218766,0.044544017,0.012387981,0
204776,19,251,29,213,4769,551,0.013715278,0.000263574,0.133632051,0.000527148,0.019768055,0.144175013,1
7088,8,1,3,145,8,24,0.01318287,0.000527148,0.042435424,0.805218766,0.013705851,0.038745387,0
191459,19,0,29,213,0,551,0.0178125,0.000263574,0.133632051,0.104902478,0.019768055,0.144175013,1
134598,3,1,19,280,3,57,0.023425926,0.000263574,0.087770163,0.805218766,0.208750659,0.031365314,0
208933,18,1,22,121,18,396,0.027349537,0.000263574,0.043226147,0.805218766,0.043489721,0.021085925,1
86291,35,1,18,21,35,630,0.013715278,0.000263574,0.078281497,0.805218766,0.033210332,0.042962572,1
42616,19,0,21,347,0,399,0.019351852,0.000263574,0.133632051,0.104902478,0.027938851,0.022140221,1
150001,9,1,20,215,9,180,0.028900463,0.000263574,0.085134423,0.805218766,0.019240907,0.016078018,0
115468,20,1,18,478,20,360,0.02318287,0.000263574,0.016605166,0.805218766,0.033210332,0.003162889,1
100971,12,1,17,178,12,204,0.022824074,0.000527148,0.086188719,0.805218766,0.044544017,0.03110174,0
41045,107,1,13,171,107,1391,0.027465278,0.000263574,0.002635741,0.805218766,0.191881919,0.003426463,1
51719,19,0,24,213,0,456,0.019803241,0.000263574,0.133632051,0.104902478,0.055350554,0.144175013,1
189565,20,1,19,259,20,380,0.01375,0.000263574,0.016605166,0.805218766,0.208750659,0.035055351,1
191814,29,1,14,213,29,406,0.017418981,0.000263574,0.042435424,0.805218766,0.012124407,0.144175013,1
94283,18,1,32,107,18,576,0.013634259,0.000263574,0.043226147,0.805218766,0.004217185,0.015814444,0
171139,3,1,13,442,3,39,0.028599537,0.000263574,0.087770163,0.805218766,0.191881919,0.012915129,0
170529,35,1,10,274,35,350,0.024699074,0.000263574,0.078281497,0.805218766,0.021349499,0.038745387,1
90950,35,1,9,274,35,315,0.017488426,0.000263574,0.078281497,0.805218766,0.019504481,0.038745387,1
106373,3,1,19,280,3,57,0.028865741,0.000263574,0.087770163,0.805218766,0.208750659,0.031365314,0
123876,19,0,24,213,0,456,0.026655093,0.000263574,0.133632051,0.104902478,0.055350554,0.144175013,1
127081,8,1,20,145,8,160,0.024861111,0.000263574,0.042435424,0.805218766,0.019240907,0.038745387,0
157071,15,1,15,245,15,225,0.017986111,0.000263574,0.063257775,0.805218766,0.020822351,0.051396943,0
209740,72,1,22,101,72,1584,0.01662037,0.000263574,0.011860833,0.805218766,0.043489721,0.036636795,1
198537,18,1,13,107,18,234,0.017627315,0.000263574,0.043226147,0.805218766,0.191881919,0.015814444,0
99912,35,1,10,21,35,350,0.019583333,0.000527148,0.078281497,0.805218766,0.021349499,0.042962572,1
58973,15,1,37,245,15,555,0.017789352,0.000263574,0.063257775,0.805218766,0.009225092,0.051396943,0
168979,167,1,18,213,167,3006,0.017337963,0.000263574,0.00131787,0.805218766,0.033210332,0.144175013,1
62683,17,1,17,280,17,289,0.015648148,0.000263574,0.003690037,0.805218766,0.044544017,0.031365314,0
5314,6,1,17,125,6,102,0.015601852,0.001054296,0.011333685,0.805218766,0.044544017,0.0071165,0
18802,1,1,13,134,1,13,0.015555556,0.000263574,0.01818661,0.805218766,0.191881919,0.052714813,0
75489,14,1,18,123,14,252,0.01599537,0.000263574,0.023458092,0.805218766,0.033210332,0.004480759,0
66845,64,1,12,459,64,768,0.017025463,0.000263574,0.010542963,0.805218766,0.007643648,0.014496574,0
155000,8,1,19,145,8,152,0.013252315,0.000263574,0.042435424,0.805218766,0.208750659,0.038745387,1
46617,14,1,18,349,14,252,0.020127315,0.000263574,0.023458092,0.805218766,0.033210332,0.001845018,0
163739,19,0,0,213,0,0,0.023622685,0.000263574,0.133632051,0.104902478,0.035846073,0.144175013,1
175837,2,1,22,205,2,44,0.021770833,0.000790722,0.069583553,0.805218766,0.043489721,0.013969425,0
85192,12,1,18,178,12,216,0.020740741,0.000263574,0.086188719,0.805218766,0.033210332,0.03110174,0
83268,3,1,13,280,3,39,0.022002315,0.000263574,0.087770163,0.805218766,0.191881919,0.031365314,0
156507,29,1,19,282,29,551,0.021041667,0.000263574,0.042435424,0.805218766,0.208750659,0.008697944,1
36372,15,1,17,140,15,255,0.016956019,0.000263574,0.063257775,0.805218766,0.044544017,0.013178703,0
49553,15,1,3,245,15,45,0.016666667,0.000527148,0.063257775,0.805218766,0.013705851,0.051396943,0
71373,3,1,13,135,3,39,0.027314815,0.000263574,0.087770163,0.805218766,0.191881919,0.008170796,0
73516,3,1,3,153,3,9,0.01380787,0.005798629,0.087770163,0.805218766,0.013705851,0.012387981,0
183281,8,1,13,145,8,104,0.018414352,0.000263574,0.042435424,0.805218766,0.191881919,0.038745387,1
204845,8,1,19,145,8,152,0.016481481,0.000263574,0.042435424,0.805218766,0.208750659,0.038745387,1
39684,19,0,29,347,0,551,0.017789352,0.000263574,0.133632051,0.104902478,0.019768055,0.022140221,1
95929,29,1,17,213,29,493,0.022418981,0.000263574,0.042435424,0.805218766,0.044544017,0.144175013,1
124936,19,0,21,213,0,399,0.017361111,0.000263574,0.133632051,0.104902478,0.027938851,0.144175013,1
42657,19,0,29,347,0,551,0.02875,0.000263574,0.133632051,0.104902478,0.019768055,0.022140221,1
58852,12,1,1,178,12,12,0.025729167,0.000263574,0.086188719,0.805218766,0.012124407,0.03110174,0
42077,51,0,50,203,0,2550,0.022430556,0.000263574,0.002108593,0.104902478,0.004217185,0.007907222,1
150307,158,1,19,347,158,3002,0.02244213,0.000263574,0.000263574,0.805218766,0.208750659,0.022140221,1
78620,35,1,18,274,35,630,0.021435185,0.000263574,0.078281497,0.805218766,0.033210332,0.038745387,1
2254,8,1,13,145,8,104,0.013888889,0.000263574,0.042435424,0.805218766,0.191881919,0.038745387,0
146561,3,1,13,280,3,39,0.018460648,0.000527148,0.087770163,0.805218766,0.191881919,0.031365314,1
73516,12,1,15,178,12,180,0.025613426,0.005798629,0.086188719,0.805218766,0.020822351,0.03110174,0
115947,35,1,19,21,35,665,0.013831019,0.000263574,0.078281497,0.805218766,0.208750659,0.042962572,1
100600,35,1,25,274,35,875,0.02193287,0.000263574,0.078281497,0.805218766,0.02398524,0.038745387,1
158823,9,1,37,258,9,333,0.02880787,0.000263574,0.085134423,0.805218766,0.009225092,0.0071165,0
147413,9,1,19,134,9,171,0.013298611,0.000263574,0.085134423,0.805218766,0.208750659,0.052714813,0
37458,21,1,13,128,21,273,0.023726852,0.000527148,0.015287296,0.805218766,0.191881919,0.017395888,0
74314,26,1,10,266,26,260,0.014305556,0.000263574,0.006325778,0.805218766,0.021349499,0.003162889,0
126874,19,88,24,213,1672,456,0.018009259,0.000263574,0.133632051,0.002108593,0.055350554,0.144175013,1
52019,14,1,10,480,14,140,0.01443287,0.000263574,0.023458092,0.805218766,0.021349499,0.005798629,0
21807,265,0,24,101,0,6360,0.023912037,0.000263574,0.003690037,0.104902478,0.055350554,0.036636795,1
179554,19,0,21,213,0,399,0.014606481,0.000263574,0.133632051,0.104902478,0.027938851,0.144175013,1
27987,12,1,19,245,12,228,0.022719907,0.000263574,0.086188719,0.805218766,0.208750659,0.051396943,0
200669,35,1,18,21,35,630,0.018506944,0.000263574,0.078281497,0.805218766,0.033210332,0.042962572,1
24830,17,1,19,280,17,323,0.027025463,0.000263574,0.003690037,0.805218766,0.208750659,0.031365314,0
892,3,1,47,135,3,141,0.019409722,0.000263574,0.087770163,0.805218766,0.003690037,0.008170796,0
38687,9,1,19,134,9,171,0.01556713,0.000263574,0.085134423,0.805218766,0.208750659,0.052714813,0
90855,12,1,19,178,12,228,0.016956019,0.000527148,0.086188719,0.805218766,0.208750659,0.03110174,0
172225,121,1,19,203,121,2299,0.014976852,0.000263574,0.000527148,0.805218766,0.208750659,0.007907222,1
185851,25,1,10,259,25,250,0.017569444,0.000263574,0.009225092,0.805218766,0.021349499,0.035055351,0
99482,24,1,19,105,24,456,0.027731481,0.000263574,0.012651555,0.805218766,0.208750659,0.012387981,0
79786,20,1,19,259,20,380,0.019444444,0.000527148,0.016605166,0.805218766,0.208750659,0.035055351,0
38722,8,1,18,145,8,144,0.015462963,0.000263574,0.042435424,0.805218766,0.033210332,0.038745387,0
79372,14,1,37,134,14,518,0.013530093,0.000527148,0.023458092,0.805218766,0.009225092,0.052714813,0
125275,19,0,607,347,0,11533,0.028923611,0.000263574,0.133632051,0.104902478,0.0071165,0.022140221,1
176509,19,37,24,213,703,456,0.014675926,0.000263574,0.133632051,0.00131787,0.055350554,0.144175013,1
79857,26,1,13,121,26,338,0.018298611,0.000790722,0.006325778,0.805218766,0.191881919,0.021085925,1
120657,8,1,18,145,8,144,0.013634259,0.000263574,0.042435424,0.805218766,0.033210332,0.038745387,0
193795,19,0,24,213,0,456,0.018541667,0.000263574,0.133632051,0.104902478,0.055350554,0.144175013,1
193474,15,1,19,245,15,285,0.015393519,0.000263574,0.063257775,0.805218766,0.208750659,0.051396943,0
193836,19,9,24,333,171,456,0.02162037,0.000263574,0.133632051,0.000263574,0.055350554,0.009488666,1
107937,167,1,3,213,167,501,0.021550926,0.000527148,0.00131787,0.805218766,0.013705851,0.144175013,1
139183,2,1,18,205,2,36,0.017164352,0.000263574,0.069583553,0.805218766,0.033210332,0.013969425,0
115975,3,1,19,379,3,57,0.019479167,0.000263574,0.087770163,0.805218766,0.208750659,0.007380074,0
97744,72,1,22,101,72,1584,0.015949074,0.000527148,0.011860833,0.805218766,0.043489721,0.036636795,1
99912,14,1,13,442,14,182,0.024178241,0.000527148,0.023458092,0.805218766,0.191881919,0.012915129,0
12948,9,1,17,134,9,153,0.025578704,0.000263574,0.085134423,0.805218766,0.044544017,0.052714813,0
181231,45,1,17,213,45,765,0.028506944,0.000263574,0.004744333,0.805218766,0.044544017,0.144175013,1
56449,2,1,13,237,2,26,0.018368056,0.000263574,0.069583553,0.805218766,0.191881919,0.004744333,0
197270,9,1,22,134,9,198,0.024930556,0.000263574,0.085134423,0.805218766,0.043489721,0.052714813,1
73516,12,2,20,178,24,240,0.017939815,0.005798629,0.086188719,0.030311017,0.019240907,0.03110174,0
105475,25,1,22,259,25,550,0.019039352,0.001845018,0.009225092,0.805218766,0.043489721,0.035055351,0
11827,9,1,13,215,9,117,0.025532407,0.000263574,0.085134423,0.805218766,0.191881919,0.016078018,1
113430,35,1,19,21,35,665,0.025856481,0.000263574,0.078281497,0.805218766,0.208750659,0.042962572,1
39036,35,1,13,21,35,455,0.025046296,0.000263574,0.078281497,0.805218766,0.191881919,0.042962572,1
126320,15,1,19,245,15,285,0.023796296,0.000263574,0.063257775,0.805218766,0.208750659,0.051396943,0
107813,2,1,27,212,2,54,0.024675926,0.000263574,0.069583553,0.805218766,0.0071165,0.004217185,0
155306,35,1,37,274,35,1295,0.027615741,0.000263574,0.078281497,0.805218766,0.009225092,0.038745387,1
60176,3,2,18,280,6,54,0.021203704,0.000263574,0.087770163,0.030311017,0.033210332,0.031365314,0
73516,18,1,19,121,18,342,0.017893519,0.005798629,0.043226147,0.805218766,0.208750659,0.021085925,0
196821,16,1,1,243,16,16,0.018229167,0.000263574,0.002372167,0.805218766,0.012124407,0.008170796,1
55374,8,1,13,145,8,104,0.027638889,0.000263574,0.042435424,0.805218766,0.191881919,0.038745387,1
92873,23,1,1,153,23,23,0.019537037,0.000527148,0.006589352,0.805218766,0.012124407,0.012387981,0
24615,2,1,19,477,2,38,0.013784722,0.000263574,0.069583553,0.805218766,0.208750659,0.021085925,0
58660,8,1,13,140,8,104,0.023321759,0.000263574,0.042435424,0.805218766,0.191881919,0.013178703,1
113796,9,1,22,134,9,198,0.02025463,0.000263574,0.085134423,0.805218766,0.043489721,0.052714813,0
185658,19,40,24,213,760,456,0.019027778,0.000263574,0.133632051,0.003162889,0.055350554,0.144175013,1
73362,21,1,1,128,21,21,0.026550926,0.000263574,0.015287296,0.805218766,0.012124407,0.017395888,0
102609,35,1,13,274,35,455,0.028287037,0.000263574,0.078281497,0.805218766,0.191881919,0.038745387,1
190771,9,1,17,442,9,153,0.015891204,0.000263574,0.085134423,0.805218766,0.044544017,0.012915129,1
107173,3,1,25,489,3,75,0.019097222,0.000263574,0.087770163,0.805218766,0.02398524,0.005798629,0
53790,9,1,19,134,9,171,0.028819444,0.000263574,0.085134423,0.805218766,0.208750659,0.052714813,0
126985,12,1,13,245,12,156,0.017847222,0.000263574,0.086188719,0.805218766,0.191881919,0.051396943,0
49383,3,2,13,137,6,39,0.027766204,0.000263574,0.087770163,0.030311017,0.191881919,0.006852926,0
171524,35,1,25,274,35,875,0.022141204,0.000263574,0.078281497,0.805218766,0.02398524,0.038745387,1
69946,15,1,1,140,15,15,0.013449074,0.000263574,0.063257775,0.805218766,0.012124407,0.013178703,0
81401,19,21,24,101,399,456,0.014837963,0.000263574,0.133632051,0.001845018,0.055350554,0.036636795,1
97684,19,0,24,213,0,456,0.022453704,0.000790722,0.133632051,0.104902478,0.055350554,0.144175013,1
122416,35,1,13,274,35,455,0.022384259,0.000263574,0.078281497,0.805218766,0.191881919,0.038745387,1
103411,3,1,22,137,3,66,0.017847222,0.000263574,0.087770163,0.805218766,0.043489721,0.006852926,0
93738,35,1,18,21,35,630,0.01474537,0.000263574,0.078281497,0.805218766,0.033210332,0.042962572,1
191548,19,40,24,213,760,456,0.028252315,0.000263574,0.133632051,0.003162889,0.055350554,0.144175013,1
200324,19,0,0,347,0,0,0.01837963,0.000527148,0.133632051,0.104902478,0.035846073,0.022140221,1
197343,9,1,19,215,9,171,0.013576389,0.000263574,0.085134423,0.805218766,0.208750659,0.016078018,0
100002,15,1,18,245,15,270,0.024108796,0.000527148,0.063257775,0.805218766,0.033210332,0.051396943,0
92870,3,1,19,115,3,57,0.014837963,0.000263574,0.087770163,0.805218766,0.208750659,0.007380074,0
212634,29,1,16,101,29,464,0.022650463,0.000263574,0.042435424,0.805218766,0.013969425,0.036636795,1
105560,18,1,19,107,18,342,0.015046296,0.002899315,0.043226147,0.805218766,0.208750659,0.015814444,0
138501,145,490,24,320,71050,3480,0.020277778,0.000263574,0.001845018,0.000263574,0.055350554,0.002372167,1
13597,20,1,22,259,20,440,0.020162037,0.000263574,0.016605166,0.805218766,0.043489721,0.035055351,1
153339,35,1,25,274,35,875,0.015439815,0.000263574,0.078281497,0.805218766,0.02398524,0.038745387,1
27561,60,1,19,21,60,1140,0.018171296,0.000263574,0.001581444,0.805218766,0.208750659,0.042962572,1
105720,11,1,15,173,11,165,0.018333333,0.000263574,0.011860833,0.805218766,0.020822351,0.003690037,0
103147,20,1,19,259,20,380,0.019409722,0.000263574,0.016605166,0.805218766,0.208750659,0.035055351,0
28034,35,1,22,274,35,770,0.018784722,0.000263574,0.078281497,0.805218766,0.043489721,0.038745387,1
29173,12,1,17,178,12,204,0.020914352,0.000263574,0.086188719,0.805218766,0.044544017,0.03110174,0
130068,19,0,24,347,0,456,0.021145833,0.000263574,0.133632051,0.104902478,0.055350554,0.022140221,1
18839,8,1,6,145,8,48,0.013912037,0.000263574,0.042435424,0.805218766,0.025566684,0.038745387,1
146474,3,1,19,110,3,57,0.027974537,0.000263574,0.087770163,0.805218766,0.208750659,0.006325778,0
66948,19,6,29,213,114,551,0.016319444,0.000263574,0.133632051,0.002372167,0.019768055,0.144175013,1
19964,2,1,19,237,2,38,0.026064815,0.000263574,0.069583553,0.805218766,0.208750659,0.004744333,0
140337,29,1,6,213,29,174,0.020740741,0.000263574,0.042435424,0.805218766,0.025566684,0.144175013,1
164169,19,0,0,213,0,0,0.015949074,0.000263574,0.133632051,0.104902478,0.035846073,0.144175013,1
210933,72,1,19,101,72,1368,0.025011574,0.000263574,0.011860833,0.805218766,0.208750659,0.036636795,1
104491,12,1,19,178,12,228,0.015,0.000263574,0.086188719,0.805218766,0.208750659,0.03110174,0
95029,3,1,16,130,3,48,0.018773148,0.000263574,0.087770163,0.805218766,0.013969425,0.003426463,0
33762,2,1,13,219,2,26,0.018321759,0.000263574,0.069583553,0.805218766,0.191881919,0.006852926,0
103801,35,1,19,21,35,665,0.014606481,0.000263574,0.078281497,0.805218766,0.208750659,0.042962572,1
194455,83,0,24,171,0,1992,0.018587963,0.000263574,0.000790722,0.104902478,0.055350554,0.003426463,1
73516,12,1,15,326,12,180,0.024375,0.005798629,0.086188719,0.805218766,0.020822351,0.001054296,0
9660,9,1,37,334,9,333,0.029016204,0.000263574,0.085134423,0.805218766,0.009225092,0.00131787,0
68097,15,1,10,245,15,150,0.020775463,0.000263574,0.063257775,0.805218766,0.021349499,0.051396943,0
190760,72,1,25,101,72,1800,0.024189815,0.000263574,0.011860833,0.805218766,0.02398524,0.036636795,1
106281,19,21,24,213,399,456,0.013287037,0.000527148,0.133632051,0.001845018,0.055350554,0.144175013,1
63101,3,1,17,115,3,51,0.016145833,0.000527148,0.087770163,0.805218766,0.044544017,0.007380074,0
100393,19,0,38,347,0,722,0.025150463,0.00131787,0.133632051,0.104902478,0.010542963,0.022140221,1
162342,45,1,10,213,45,450,0.014247685,0.000263574,0.004744333,0.805218766,0.021349499,0.144175013,1
70896,2,1,20,237,2,40,0.027175926,0.000263574,0.069583553,0.805218766,0.019240907,0.004744333,0
103221,3,1,15,115,3,45,0.021805556,0.000263574,0.087770163,0.805218766,0.020822351,0.007380074,0
59062,23,1,11,153,23,253,0.020324074,0.000527148,0.006589352,0.805218766,0.003953611,0.012387981,0
133892,72,1,27,101,72,1944,0.021145833,0.000263574,0.011860833,0.805218766,0.0071165,0.036636795,1
32523,12,1,19,259,12,228,0.013819444,0.000263574,0.086188719,0.805218766,0.208750659,0.035055351,0
7057,2,1,10,212,2,20,0.027951389,0.000263574,0.069583553,0.805218766,0.021349499,0.004217185,0
98244,18,1,19,107,18,342,0.016944444,0.000263574,0.043226147,0.805218766,0.208750659,0.015814444,0
88168,19,0,21,210,0,399,0.019733796,0.000263574,0.133632051,0.104902478,0.027938851,0.004744333,1
116913,78,1410,67,224,109980,5226,0.015266204,0.000263574,0.001581444,0.000263574,0.001581444,0.001581444,1
8796,23,1,22,153,23,506,0.013599537,0.000263574,0.006589352,0.805218766,0.043489721,0.012387981,0
105069,12,1,13,265,12,156,0.013599537,0.000263574,0.086188719,0.805218766,0.191881919,0.011597259,0
8254,8,1,13,145,8,104,0.025821759,0.000263574,0.042435424,0.805218766,0.191881919,0.038745387,0
113643,72,1,19,101,72,1368,0.020416667,0.000263574,0.011860833,0.805218766,0.208750659,0.036636795,1
114999,35,1,10,274,35,350,0.026319444,0.000263574,0.078281497,0.805218766,0.021349499,0.038745387,1
104502,9,1,13,134,9,117,0.026423611,0.000263574,0.085134423,0.805218766,0.191881919,0.052714813,0
92873,24,2,15,105,48,360,0.019097222,0.000527148,0.012651555,0.030311017,0.020822351,0.012387981,0
98403,21,1,56,128,21,1176,0.023530093,0.000263574,0.015287296,0.805218766,0.000527148,0.017395888,0
114653,18,1,13,121,18,234,0.027581019,0.000263574,0.043226147,0.805218766,0.191881919,0.021085925,0
18139,2,1,19,469,2,38,0.015081019,0.000263574,0.069583553,0.805218766,0.208750659,0.007907222,0
160214,183,3032,607,347,554856,111081,0.020289352,0.000527148,0.000790722,0.003162889,0.0071165,0.022140221,0
103287,9,1,9,244,9,81,0.022106481,0.000263574,0.085134423,0.805218766,0.019504481,0.005798629,0
