app	device	os	channel	delta_time	is_attributed
12	1	16	245	1.67	0
19	0	29	213	1.93	1
12	1	14	19	2.66	0
19	503	50	333	0.42	1
14	1	22	379	1.75	0
9	1	10	445	1.87	0
19	101	29	213	2.26	1
35	1	13	21	2.48	1
1	1	10	13	1.23	0
19	0	0	213	1.1	1
2	1	32	122	0.69	0
3	2	19	280	0.4	0
37	1	13	282	0.9	1
21	1	18	232	2.93	0
18	1	19	107	1.34	0
3	1	36	280	2.41	0
18	1	13	107	0.42	0
9	1	19	466	2.86	0
1	1	13	134	0.8	0
3	1	3	489	1.84	0
2	1	15	477	1.5	0
35	1	13	21	0.4	1
3	1	20	424	0.55	0
3	1	19	211	1.83	0
19	0	24	347	2.51	1
19	21	24	333	1.5	1
19	0	0	347	2.76	1
84	0	748	101	1.37	1
19	147	24	282	2.34	1
9	1	35	466	2.92	0
14	1	19	442	0.93	0
5	1	18	113	1.7	1
12	1	19	145	0.71	0
3	1	19	280	2.48	0
29	1	22	213	1.48	1
12	1	13	245	0.15	0
2	1	13	122	1.14	0
21	1	25	128	2.66	0
35	1	19	21	1.47	1
35	1	19	21	2.38	1
11	1	47	319	1.97	0
9	1	17	466	2.53	0
9	1	13	489	1.03	0
26	1	13	121	2.56	0
3	1	8	135	0.88	0
10	1	43	113	1.63	1
19	0	24	213	1.45	1
1	1	19	439	1.97	0
26	1	2	121	0.99	0
18	1	8	107	1.62	1
15	1	19	265	1.7	0
19	409	24	213	1.6	1
19	16	0	213	2.73	1
35	1	19	21	1.39	1
2	1	53	469	0.7	0
29	1	8	213	1.72	1
24	1	19	178	0.96	0
2	1	19	213	2.79	1
6	1	15	459	2.76	0
139	2	18	101	2.94	1
35	1	19	274	0.92	1
3	1	17	280	1.72	0
3	1	14	280	0.49	0
18	1	25	121	1.41	0
19	808	24	213	2.89	1
19	0	29	101	0.91	1
18	1	19	107	2.48	1
2	1	25	469	1.52	0
15	1	19	379	0.48	0
8	1	19	145	2.56	1
19	0	21	213	1.86	1
29	1	13	101	2.9	1
18	1	17	107	2.9	0
12	1	22	245	1.61	0
15	1	13	153	0.74	0
9	1	19	127	2.77	0
18	1	13	121	2.75	0
18	1	19	439	2.96	0
9	1	17	442	2.64	0
35	1	10	21	2.44	1
12	1	19	328	0.76	0
35	1	13	274	0.61	1
55	1	19	101	0.61	1
3	1	13	130	1.59	0
45	1	4	419	0.75	1
2	1	10	212	1.52	0
12	1	19	245	1.34	0
9	1	19	442	0.95	0
19	0	24	213	0.55	1
23	1	13	153	1.46	0
8	1	19	145	1.88	1
26	1	18	121	2.74	0
5	1	43	113	0.54	1
15	1	17	140	1.41	0
35	1	19	21	1.68	1
72	1	13	101	3	1
14	1	19	360	1.38	0
3	1	9	19	1.93	0
2	1	13	237	2.62	0
19	0	0	347	0.7	1
19	18	0	213	1.94	1
35	1	13	21	2.89	1
19	0	24	347	1.59	1
3	1	27	114	1.49	1
12	1	9	178	1.85	0
19	0	24	213	1.75	1
72	1	17	101	1.79	1
13	1	19	477	2.4	0
246	67	24	333	0.56	1
9	1	6	334	0.79	0
12	1	41	245	1.99	0
1	1	19	115	0.45	0
23	1	53	153	0.42	0
18	1	19	107	0.95	0
19	405	21	333	2.99	1
84	0	607	101	0.83	1
2	1	28	236	0.74	0
19	0	50	213	0.9	1
108	1	19	243	1.99	1
2	1	13	237	2.48	0
9	1	30	334	0.13	0
2	1	19	452	0.56	0
29	1	18	213	0.67	1
15	1	70	111	0.37	0
15	1	19	245	0.96	0
39	1	19	213	2.68	1
2	2	19	236	0.82	0
35	1	19	21	0.44	1
9	1	17	107	2.39	1
14	1	13	478	1.58	1
19	21	24	333	2.84	1
10	1	30	113	1.45	1
2	1	13	236	2.47	0
18	1	13	107	2.63	0
2	1	8	452	2.99	1
66	1	10	101	0.86	1
5	1	47	113	2.41	1
29	1	6	213	2.53	1
29	1	13	101	0.59	1
52	1	13	379	2.02	1
9	1	13	215	0.41	1
2	1	22	435	1.35	0
3	1	25	480	2.55	0
39	1	8	101	0.55	1
19	0	0	213	2.16	1
2	1	35	205	0.55	0
19	0	0	347	2.5	1
12	1	37	328	0.08	0
25	1	9	259	1.67	0
24	1	13	178	0.67	0
18	1	18	121	1.74	0
35	1	17	274	1.85	1
1	1	14	134	1.81	0
9	1	13	134	0.38	0
5	1	32	113	1.89	1
18	1	18	134	2.89	0
2	1	6	477	1.4	0
35	1	19	274	0.79	1
19	396	24	333	1.69	1
21	1	13	128	2.19	0
9	1	19	134	0.47	1
29	1	16	213	0.88	1
9	1	23	244	2.77	0
29	1	19	213	2.14	1
27	1	37	332	2.56	1
12	2	14	259	1.66	0
14	1	22	442	1.52	0
10	1	40	113	1.85	1
2	1	1	237	2.67	0
10	1	36	113	2.4	1
29	1	20	213	1.97	1
1	1	13	153	1.67	0
15	1	13	245	1.82	0
72	1	25	101	2.07	1
19	0	0	347	2.51	1
152	292	24	282	0.61	1
25	1	13	259	2.68	0
6	1	25	125	1.51	0
25	1	47	259	0.89	0
19	338	0	333	1.63	1
12	1	22	265	1.43	1
14	1	17	349	2.51	0
12	1	13	340	2.01	0
10	1	47	113	0.89	1
5	1	3	113	0.19	1
19	0	24	213	0.34	1
5	1	30	113	0.49	1
3	1	6	280	2.88	0
72	1	8	101	2.84	1
15	1	32	430	2.77	0
2	1	19	212	1.4	0
29	1	19	213	0.65	1
12	2	32	259	1.95	0
19	0	24	213	0.66	1
2	1	40	435	1.23	1
19	0	38	213	0.67	1
9	1	13	445	2.92	0
5	1	27	113	0.59	1
10	1	8	113	0.71	1
5	1	27	113	1	1
15	1	19	265	0.76	0
2	1	15	237	1.56	0
19	527	76	347	2.56	1
2	1	19	435	2.98	0
15	1	19	412	0.57	0
2	1	13	435	1.48	1
3	1	1	280	1.54	0
12	1	19	245	2.02	0
21	1	16	128	0.5	0
72	1	13	101	2.79	1
9	1	19	134	1.69	1
10	1	13	377	2.97	0
5	1	27	113	2.7	1
19	37	24	213	2.69	1
29	1	13	213	1.98	1
3	1	11	409	2.66	0
1	1	13	17	2.64	0
9	1	10	489	1.97	0
29	1	10	213	0.11	1
19	0	38	213	0.45	1
10	1	37	377	1.35	0
12	1	13	265	0.15	0
8	1	3	145	2.75	0
35	1	13	21	0.47	1
29	1	13	213	1.69	1
18	1	14	107	2.72	0
19	33	29	213	2.67	1
12	1	20	481	0.42	0
35	1	19	274	2.02	1
35	1	22	274	0.34	1
12	1	13	178	2.42	0
19	269	84	347	2.16	1
26	1	4	477	2.36	0
10	1	30	113	0.49	1
7	1	19	101	2.93	0
5	1	19	377	0.6	1
12	1	6	178	0.78	0
19	0	0	347	2.74	1
39	1	20	101	0.81	1
27	1	18	153	2.81	1
9	1	17	334	0.48	0
12	1	19	245	0.23	0
9	1	13	244	1.43	0
19	1045	21	213	2.9	1
19	0	0	347	0.72	1
9	1	13	322	2.93	0
84	0	21	101	0.41	1
19	0	29	213	2.92	1
29	1	13	213	0.82	0
29	1	22	343	1.8	1
12	1	10	265	0.6	0
35	1	19	21	0.91	1
12	1	47	259	1.02	0
2	1	13	237	2.54	0
3	1	13	130	2.34	0
18	1	13	107	2.83	0
190	1	19	101	0.65	1
19	0	38	333	2.74	1
20	1	13	478	1.15	0
29	1	19	343	0.69	1
15	1	13	245	0.17	0
45	1	4	419	1.68	1
15	1	13	480	2.68	0
19	97	24	213	1.58	1
19	40	24	213	0.85	1
84	831	38	101	1.88	1
29	1	3	101	0.96	1
19	96	50	213	2.74	1
35	1	19	274	2.65	1
36	1	3	128	1.46	1
3	1	1	480	0.57	0
35	1	13	21	2.52	1
15	1	17	278	1.62	0
3	1	19	442	2.38	0
18	1	19	439	0.98	1
3	1	17	280	2.39	0
12	1	13	212	0.55	0
9	1	13	232	2.95	0
19	0	24	213	0.32	1
15	1	19	265	0.35	1
19	0	21	213	1.32	1
15	1	15	3	1.77	0
5	1	11	113	2.9	1
35	1	8	274	0.71	1
15	1	13	379	1.71	0
19	0	24	213	2.74	1
29	1	19	213	1.89	1
12	1	22	259	0.64	0
19	0	38	347	1.88	1
3	1	36	114	2.68	1
12	1	9	19	2.52	0
9	1	36	334	2.47	0
14	1	3	134	2.89	0
15	1	19	245	2.55	0
1	1	22	118	0.37	0
18	1	17	107	2.13	0
29	1	19	213	2.87	1
9	1	8	466	0.66	0
9	1	19	466	1.65	1
19	0	24	213	0.33	1
29	1	13	213	1.53	1
3	1	8	280	1.83	0
3	1	19	280	1.45	0
5	1	27	113	0.97	1
15	1	20	265	2.67	0
9	1	19	334	0.37	0
35	1	13	274	0.48	1
29	1	20	101	2.36	1
64	1	10	459	0.6	0
5	1	23	113	2.03	1
19	0	0	213	0.74	1
11	1	13	481	2.72	0
101	1	19	21	2.41	1
17	1	19	134	0.31	1
10	1	61	113	0.84	1
84	42	21	101	2.9	1
29	1	19	343	1.47	1
19	16	0	213	1.61	1
14	1	13	401	0.44	0
24	1	13	105	1.39	1
2	1	19	237	1.39	0
45	1	15	5	1.6	1
19	399	29	101	1.86	1
19	0	29	213	2.55	1
23	1	1	153	1.16	0
12	1	20	178	1.71	0
29	1	19	213	0.67	1
35	1	25	274	0.09	1
20	1	19	478	1.75	1
15	1	9	245	0.76	0
6	1	13	125	2.56	1
19	0	21	213	0.69	1
19	0	24	213	0.81	1
10	1	36	113	0.47	1
10	1	19	317	2.34	1
19	343	0	213	2.3	1
12	1	23	259	1.78	0
12	1	19	265	0.98	0
29	1	19	213	1.91	1
12	2	10	259	2.97	0
1	2	26	125	0.05	0
3	1	13	280	2.58	0
22	1	13	496	0.61	0
14	1	19	463	0.71	0
2	1	9	237	2.35	0
35	1	13	274	0.44	1
19	0	38	213	0.89	1
475	0	607	347	0.78	1
19	1085	59	347	2.48	1
3	1	19	211	2.03	0
19	0	0	213	0.45	1
9	1	22	215	2.35	1
18	1	19	134	0.61	0
3	1	13	115	0.55	0
45	1	36	419	1.64	1
16	1	16	268	0.09	1
3	1	13	115	1.69	0
14	1	19	463	0.94	0
60	1	22	21	1.38	0
5	1	19	377	2.57	1
84	0	21	101	1.87	1
10	1	36	113	1.51	1
2	1	36	237	1.42	0
5	1	47	113	0.57	1
35	1	19	21	0.68	1
12	1	18	328	0.03	0
19	0	38	347	0.32	1
29	1	13	343	2.37	1
19	0	0	213	2.48	1
2	1	49	219	0.04	0
14	1	13	442	0.81	0
19	0	0	213	1.88	1
35	1	19	21	2.35	1
5	1	27	113	0.5	1
11	1	19	137	2.64	1
9	1	35	127	3.01	0
2	1	25	122	3.02	0
45	1	58	419	2.13	1
8	2	19	145	0.82	0
9	1	19	258	1.05	0
12	1	13	409	1.87	0
45	1	32	419	0.69	1
3	1	19	280	2.63	0
12	1	19	265	2.09	0
3	1	13	442	3.01	0
2	1	10	237	2.77	0
6	1	19	459	1.32	0
12	1	13	124	1.79	0
15	1	13	430	0.34	0
3	1	19	115	0.91	0
1	1	19	134	1.03	0
35	1	17	21	1.35	1
11	1	13	481	2.48	0
3	1	19	424	1.97	0
29	1	20	213	2.67	0
35	1	18	21	2.42	1
23	1	19	153	0.3	0
15	1	9	315	0.45	0
9	1	13	466	1.58	1
3	1	9	211	1.84	1
2	1	13	477	1.52	0
10	1	34	113	0.93	1
15	2	13	140	0.8	0
19	0	0	213	0.2	1
19	0	0	213	0.86	1
15	1	19	245	0.09	0
8	1	3	145	2.89	0
5	1	30	113	1.9	1
19	0	50	213	1.35	1
105	1	19	451	2.34	1
24	1	19	178	2.37	1
19	0	29	213	2.87	1
35	1	13	21	2.84	1
2	1	13	477	1.65	1
3	1	19	280	0.48	0
2	1	25	122	0.89	0
8	1	13	145	2.75	0
19	374	29	213	1.27	1
2	1	8	477	0.99	0
72	1	19	101	2.37	1
13	1	14	400	0.86	0
19	0	21	347	0.74	1
8	1	27	145	1.59	0
36	1	13	110	0.64	1
15	1	30	245	0.91	0
19	0	0	213	1.91	1
35	1	19	21	2.51	1
19	320	38	333	2.66	1
19	0	21	213	2.95	1
11	1	15	325	0.75	0
29	1	18	343	0.14	1
26	1	6	266	1.84	0
10	1	30	113	2.55	1
19	0	24	213	1.83	1
12	1	6	265	1.01	0
19	0	29	333	0.57	1
66	1	9	101	2.11	1
9	1	19	244	2.39	1
1	1	17	150	2.96	0
20	1	19	478	0.66	1
35	1	9	274	0.74	1
3	1	13	480	2	0
3	1	13	280	1.73	0
3	1	13	280	2.51	0
19	129	21	213	2.86	1
19	0	29	333	1.23	1
3	1	10	442	0.76	0
8	1	25	145	2.54	0
18	1	13	439	2.96	0
9	1	11	134	2.41	0
22	1	10	496	0.53	0
9	1	31	466	2.86	0
12	1	13	259	0.99	0
19	0	24	213	2.92	1
14	1	19	489	1.75	0
12	1	13	140	2.86	0
3	1	19	280	0.62	0
29	1	19	213	0.15	1
3	1	19	280	2.47	0
3	1	20	280	1.53	0
19	0	21	213	0.62	1
150	1	10	110	0.71	0
9	1	13	466	2.97	0
5	1	36	113	1.78	1
12	1	1	245	0.81	0
2	1	10	477	0.57	0
12	1	6	424	0.88	0
5	1	37	113	2.51	1
13	2	19	477	0.44	0
3	1	47	130	1.84	0
155	1	6	213	1.62	1
18	1	19	107	2.75	0
6	1	13	459	2.81	0
3	1	19	280	1.86	0
12	1	19	328	2.92	0
19	0	38	213	2.37	1
2	1	18	317	1.79	0
20	2	13	259	1.39	0
35	1	19	21	0.35	1
10	1	19	317	2.5	1
83	0	24	171	2.79	1
18	1	19	107	2.51	1
19	0	38	213	2.61	1
45	1	1	5	1.56	1
15	1	19	245	1.77	0
10	1	36	113	0.81	1
18	1	19	121	0.74	1
20	1	19	478	0.38	1
19	0	24	213	0.02	1
11	1	13	481	0.37	1
3	1	13	280	2.44	0
15	1	27	265	1.55	0
35	1	13	21	0.36	1
2	1	37	205	0.34	0
39	1	19	101	1.68	1
9	1	6	442	1.93	0
19	16	0	213	0.86	1
23	1	10	153	0.57	0
128	1	13	243	0.97	1
10	1	13	377	2.36	1
19	0	0	213	1.91	1
71	2	19	3	0.51	1
19	0	29	213	1.54	1
19	25	24	213	2.02	1
8	1	19	145	1.28	0
15	1	22	245	1.7	0
2	1	17	205	0.93	0
5	1	4	113	1.97	1
9	2	20	334	0.91	0
2	1	20	122	2.42	0
20	1	13	478	0.41	1
32	1	22	376	2.43	1
18	1	41	107	0.79	0
9	1	10	232	1.95	0
9	1	27	244	0.78	0
29	1	19	213	0.9	1
2	1	13	377	1.98	0
9	1	19	244	1.93	1
15	1	19	265	0.41	0
35	1	28	274	1.67	1
3	1	19	205	2.35	0
19	0	24	333	1	1
78	0	67	224	1.99	1
3	2	9	115	2.04	0
2	1	19	205	2.15	0
45	1	7	419	0.75	1
3	1	8	115	2.5	0
24	1	14	105	2.97	0
9	1	13	466	2.97	0
45	1	43	419	0.74	1
14	1	22	463	1.39	0
15	1	25	130	0.62	0
11	1	19	219	2.74	0
45	1	27	419	2.72	1
70	0	0	243	1.75	1
3	1	19	409	1.77	0
12	1	18	140	2.96	0
5	1	37	113	0.65	1
12	1	28	105	0.83	0
45	1	32	419	1.68	1
35	1	17	21	1.5	1
3	1	13	205	0.08	0
11	1	19	173	1.84	1
19	0	24	213	0.64	1
35	1	23	274	0.44	1
35	1	17	21	0.38	1
35	1	19	21	0.1	1
29	1	18	213	1.54	1
7	1	37	101	2.62	0
3	1	19	280	1.97	0
18	1	13	107	0.71	0
35	1	13	21	0.44	1
12	1	13	259	0.77	0
5	1	61	113	2.95	1
8	1	19	145	0.07	1
20	1	13	259	1.88	1
3	1	28	280	0.59	0
35	1	19	274	0.53	1
3	1	13	280	2.43	0
3	1	8	280	0.52	0
9	1	19	466	1.58	0
45	1	32	465	1.88	1
29	1	17	213	2.33	1
15	1	13	111	0.82	0
15	1	19	315	1.45	1
29	1	13	213	2.99	1
18	1	42	107	1.41	0
1	1	53	439	1.32	0
12	1	36	328	2.99	0
2	1	13	435	0.3	0
35	1	19	21	0.43	1
19	0	24	347	1.75	1
2	1	43	122	1.45	0
8	1	1	145	2.86	0
18	1	37	439	1.53	0
121	1	19	203	2.37	1
18	1	13	107	2.52	0
45	1	15	5	0.73	1
19	832	24	282	0.82	1
12	1	25	259	2.09	0
9	1	16	489	1.37	1
12	1	6	122	1.8	0
3	1	13	153	2.2	0
15	1	19	245	1.28	0
19	0	24	333	1.69	1
3	1	13	424	0.64	0
10	1	47	113	0.47	1
84	0	29	101	0.51	1
18	1	19	121	0.98	0
12	1	10	245	1.47	0
28	1	53	135	0.64	0
2	1	8	477	1.6	0
3	1	37	280	2.52	0
107	1	19	171	0.31	1
70	0	0	243	1.05	1
19	1028	38	213	2.95	1
35	1	22	21	0.44	1
2	1	20	205	0.33	0
12	1	17	245	2.37	0
12	1	19	178	0.59	0
11	1	22	319	0.51	1
19	0	29	213	1.52	1
12	1	19	328	1.55	0
8	1	31	145	1.77	0
72	1	10	101	2.37	1
12	1	18	265	0.93	0
18	1	6	107	2.67	0
26	1	18	477	1.8	0
19	0	0	213	2.93	1
9	1	20	244	2.74	1
19	0	29	213	0.75	1
15	1	13	245	0.33	0
18	1	37	121	0.97	0
14	2	41	467	2.79	0
5	1	47	113	2.66	1
15	1	10	315	2.98	0
2	1	23	236	2.41	0
14	1	32	349	0.55	0
9	1	19	466	2.56	1
15	1	19	245	1.92	0
115	1	19	243	1.43	1
35	1	9	274	1.79	1
28	1	13	135	1.72	0
9	1	18	234	1.38	0
29	1	19	343	2.71	1
15	1	18	245	1.35	0
25	1	35	259	1.84	0
18	1	36	107	2.98	0
19	61	21	282	1.92	1
12	1	35	265	2.75	0
26	1	19	121	1.71	0
19	0	38	213	0.52	1
2	1	19	237	1.65	0
19	0	0	213	1.09	1
18	3032	607	107	1	0
9	1	22	232	1.74	1
8	2	19	259	2.01	0
55	1	22	453	0.49	1
12	1	19	265	2.21	0
19	0	24	213	1.72	1
15	1	19	480	2.08	0
66	1	13	101	0.66	1
10	1	47	113	2.78	1
18	1	19	107	1.31	0
3	1	6	113	2.67	0
29	1	26	101	2.41	1
12	1	13	178	1.65	0
64	1	14	459	1.72	0
18	1	98	107	1.88	0
19	0	0	347	0.86	1
19	0	21	347	2.5	1
3	1	19	137	2.03	0
19	0	748	282	1.74	1
3	1	3	442	1.88	0
5	1	37	113	3.01	1
35	1	19	274	1.76	1
36	1	13	110	2.41	0
18	1	1	121	2.85	0
10	1	37	113	2.66	1
34	1	22	243	2.98	1
9	1	22	334	1.71	0
121	1	19	203	0.31	1
3	1	15	442	1.87	0
2	1	25	435	0.68	0
2	1	37	435	2.97	0
15	1	19	480	2.95	0
3	1	42	280	1.92	0
18	1	35	439	0.94	0
6	1	1	459	1.86	0
21	1	19	128	2.5	0
15	1	19	245	2.52	0
6	1	37	125	0.55	0
10	1	35	203	2.8	1
151	0	0	347	2.91	0
45	1	20	5	2.61	1
35	1	19	21	1.53	1
19	301	21	213	0.75	1
9	1	13	466	2.74	1
12	1	19	259	2.8	0
0	338	0	101	0.95	1
19	16	0	213	1.05	1
5	1	43	113	2.67	1
19	40	24	213	2.84	1
45	1	43	419	0.5	1
79	1	22	213	2.03	1
29	1	19	101	0.96	1
9	1	8	244	1.97	0
9	1	10	244	0.55	0
19	0	0	213	0.38	1
7	1	19	101	2.53	0
15	1	19	153	2.78	0
3	2	13	280	2.66	0
14	1	19	401	0.65	0
43	1	18	330	1.62	1
5	1	32	113	1.6	1
18	1	25	439	2.68	1
3	1	13	280	0.51	0
19	928	21	213	1.95	1
2	1	13	477	0.63	0
23	1	13	153	0.91	0
1	1	13	134	0.73	0
3	1	8	280	1.59	0
8	1	19	145	1.58	1
10	1	43	113	1.46	1
18	1	18	121	2.43	0
21	1	18	128	1.93	0
35	1	19	274	2.98	1
12	1	19	178	1.71	0
2	1	19	469	0.68	0
15	1	16	3	2.37	0
19	21	24	213	1.31	1
19	0	38	333	2.96	1
29	1	17	343	1.35	1
112	1810	59	213	0.42	1
29	1	13	213	1.95	1
18	1	14	107	0.89	0
35	1	19	274	0.58	1
35	1	22	21	2.33	1
37	1	17	333	2.55	1
3	1	3	205	2.34	0
83	420	76	171	1.73	1
19	0	24	213	2.53	1
120	0	21	101	0.79	1
15	1	15	379	2.92	0
19	0	0	347	0.53	1
11	1	13	325	2.55	1
9	1	13	442	0.48	0
2	1	13	237	2.63	0
15	1	10	245	0.68	0
15	1	19	140	0.18	0
10	1	61	113	2.76	1
20	1	19	478	1.42	0
35	1	19	21	1.5	1
19	0	0	213	1.84	1
3	2	19	280	0.44	0
12	1	25	19	2.81	0
6	1	13	459	2.59	0
19	0	38	213	2.55	1
9	1	19	258	0.74	0
3	1	26	280	2.41	0
3	1	19	409	2.51	0
19	0	38	213	1.15	1
15	1	8	386	2.5	1
5	1	4	113	0.88	1
7	1	22	101	2.64	0
19	0	29	213	2.88	1
35	1	13	21	1.42	1
9	1	13	127	2.84	0
2	2	97	219	0.53	0
9	1	13	442	1.49	0
3	1	36	424	0.83	0
3	1	19	19	1.02	0
12	1	10	259	0.99	0
9	1	23	120	2.97	0
12	1	13	328	2.71	0
2	1	37	205	2.95	0
19	0	38	282	2.96	1
3	1	27	280	1.75	0
19	124	0	333	2.57	1
15	1	10	412	1.08	0
19	0	21	213	1.73	1
29	1	13	213	2.97	1
27	1	19	153	0.07	0
19	0	0	213	3.01	1
15	1	15	245	0.28	0
19	0	21	213	1.19	1
29	1	22	101	2.55	1
12	1	15	245	0.96	0
27	1	19	153	0.49	0
3	1	1	480	1.18	1
23	1	6	153	0.35	0
5	1	47	113	1.75	1
19	0	21	213	0.03	1
23	1	23	153	0.54	0
12	1	4	265	2.01	0
20	1	20	259	2.41	0
10	1	11	113	1.44	1
72	1	13	101	1.44	1
45	1	30	419	2.01	1
8	1	17	259	1.03	1
20	1	13	478	2.33	1
2	1	13	477	0.59	1
9	1	19	232	1.82	1
35	1	18	21	2.5	1
27	1	22	153	1.83	0
3	1	17	424	1.01	0
35	1	19	21	0.43	1
10	1	17	113	1.96	1
14	1	19	379	0.49	0
2	1	19	237	2.71	0
10	1	32	113	2.74	1
10	1	19	113	0.38	1
3	2	100	409	0.96	0
19	68	0	282	1.34	1
2	1	17	205	0.67	0
6	1	14	125	0.81	0
3	1	19	417	2.52	0
115	1	19	203	1.85	1
3	1	13	280	1.49	0
45	1	11	419	0.8	1
19	0	0	213	1.94	1
8	1	19	145	0.37	1
45	1	37	419	0.78	1
21	1	18	489	1.94	1
15	1	13	130	1.52	0
18	1	19	107	1.9	1
29	1	18	347	1.5	1
3	2	49	137	0.74	0
7	1	15	101	2.98	0
19	0	29	213	1.72	1
15	1	13	245	1.56	0
15	1	13	277	2.98	0
12	1	14	178	0.41	0
3	1	35	280	2.49	0
35	1	13	274	0.41	1
23	1	35	153	0.37	0
3	1	46	137	1.8	0
19	0	0	213	1.44	1
36	1	12	128	1.59	1
12	1	18	245	1.91	0
1	2	13	153	0.94	0
7	1	37	101	2.99	0
2	1	27	122	1.56	0
6	1	23	459	0.86	0
35	1	13	21	0.58	1
3	1	6	480	0.69	0
19	0	0	347	2.04	1
39	1	3	213	1.5	1
3	1	13	280	1.37	0
19	0	0	213	1.07	1
145	209	29	320	0.3	1
9	1	17	258	2.5	0
19	0	24	213	2.2	1
202	1	10	421	2.76	1
5	1	37	113	0.68	1
18	1	3	107	2.69	0
3	1	66	442	0.41	0
10	1	13	377	2.05	0
3	1	19	421	3.01	0
12	1	13	178	0.46	0
4	1	19	101	3.01	0
14	1	13	379	2.56	1
151	0	24	347	2.89	0
8	1	19	145	2.28	0
145	37	24	320	1.98	1
19	0	24	347	2.63	1
14	1	32	134	1.43	0
10	1	43	113	1.67	1
35	1	13	21	2.39	1
14	1	13	489	2.08	0
21	1	1	232	1.93	0
12	1	41	245	1.6	0
3	1	19	280	2	0
19	0	38	347	1.87	1
14	1	22	463	2.82	0
12	1	13	265	1.92	0
20	1	17	259	0.64	0
45	1	4	419	2.87	1
12	1	13	178	1.86	0
19	0	24	213	2.95	1
9	2	37	215	2.48	0
2	1	19	122	1.73	0
10	1	47	113	2.59	1
50	0	24	213	2.39	1
19	0	24	282	0.8	1
35	1	13	21	1.6	1
35	1	16	274	1.97	1
20	1	19	478	2.03	1
18	1	25	121	1.5	0
24	1	10	105	0.97	0
12	1	17	481	1.73	0
116	1	9	101	2.57	1
84	0	24	101	0.41	1
29	1	19	213	1.49	1
19	0	21	213	0.9	1
19	0	29	213	2.72	1
19	6	29	101	0.85	1
45	1	31	5	1.57	1
19	0	0	213	2.64	1
15	1	12	130	0.7	0
8	1	10	145	2.59	0
10	1	27	113	0.73	1
3	1	6	280	2.64	0
12	2	9	145	1.01	0
29	1	19	213	0.54	1
62	1	19	21	1.51	1
35	1	13	21	0.38	1
29	1	8	213	1.73	1
2	1	16	205	2.91	0
10	1	61	113	2.85	1
107	1	13	171	0.7	1
2	1	19	237	0.43	0
20	1	6	478	1.1	0
2	1	19	212	0.62	0
9	1	13	107	2.81	0
82	1	57	224	1.44	0
13	1	13	400	2.91	0
79	1	19	213	1.99	1
7	1	10	101	1.81	0
15	1	13	245	2.96	0
2	1	13	477	1.41	0
19	0	24	333	0.28	1
14	1	22	439	0.37	0
7	1	19	101	2.64	1
15	1	19	315	1.95	0
19	0	24	213	2.83	1
107	1	13	171	1.33	1
12	1	8	178	1.7	0
20	1	18	478	2.49	1
29	1	13	347	0.89	1
18	1	1	134	0.81	0
12	1	3	409	1.41	1
3	1	19	280	1.94	0
23	1	1	153	1.42	0
9	1	19	334	1.54	0
11	1	25	325	1.67	0
45	1	30	419	0.84	1
15	1	2	153	1.43	0
19	0	24	213	2.56	1
35	1	13	21	1.95	1
2	1	40	435	0.2	1
8	1	13	145	0.56	1
19	18	0	213	2.42	1
10	1	49	113	2.54	1
98	1	13	224	1.29	1
14	1	12	379	3.01	0
10	1	61	113	0.9	1
35	1	18	21	2.46	1
12	1	19	265	2.87	0
9	1	13	127	2.98	0
12	1	22	265	0.97	0
5	1	11	113	2.45	1
25	1	19	259	0.93	0
11	1	19	469	2.7	1
21	1	19	232	2.8	1
14	1	6	379	2.7	0
9	1	13	442	2.34	0
2	1	19	452	2.8	0
15	1	9	245	1.12	0
10	1	31	113	1.1	1
35	1	13	274	1.02	1
19	4	38	213	2.94	1
29	1	19	213	2.77	1
19	0	21	213	0.67	1
14	1	3	439	0.39	0
3	1	27	19	2.72	0
11	1	19	319	1.75	0
2	1	31	205	0.95	0
23	1	19	153	0.74	0
29	1	10	213	2.55	1
18	1	13	121	1.73	0
19	236	21	213	2.9	1
9	1	19	232	1.26	0
19	40	24	213	1.76	1
12	1	19	424	2.33	0
19	0	50	213	2.85	1
1	1	17	125	1.09	0
5	1	30	113	2.82	1
2	1	13	401	1.7	1
116	1	9	101	2.41	1
70	0	29	243	1.36	1
29	1	22	101	2.96	1
18	1	1	107	0.29	0
18	1	8	107	1.67	0
35	1	19	21	1.69	1
19	0	0	213	1.96	1
9	1	19	466	2.47	1
35	1	13	21	0.47	1
11	1	48	319	2.56	0
11	1	9	469	2.79	1
19	0	50	347	1.52	1
8	1	17	259	0.28	1
10	1	30	113	2.64	1
19	0	21	213	0.95	1
3	1	40	173	2.38	0
19	0	0	213	1.79	1
2	2	19	477	1.52	0
10	1	17	377	2.42	1
2	1	19	317	1.75	0
12	1	18	265	2.71	0
18	1	22	376	1.91	0
7	1	13	101	2.97	0
2	1	53	469	2.14	0
19	0	0	213	1.61	1
18	1	22	439	0.83	0
19	0	24	213	1.94	1
20	1	19	478	0.44	1
21	2	64	128	2.91	0
15	1	13	379	1.85	0
9	1	19	258	1.52	0
29	1	19	213	1.52	1
72	1	13	101	0.8	1
3	1	19	489	1.47	0
19	16	0	213	1.65	1
29	1	19	213	2.77	1
120	0	260	320	1.33	1
9	1	8	442	1.48	0
8	1	23	145	2.29	0
12	1	13	178	0.95	0
