,0,1,2,3,4,5
48534,18.0,1.0,13.0,107.0,1.74,0.0
48535,2.0,1.0,19.0,435.0,1.19,0.0
48536,10.0,1.0,7.0,113.0,0.56,1.0
48537,29.0,1.0,19.0,101.0,0.94,1.0
48538,12.0,1.0,22.0,205.0,1.23,0.0
48539,2.0,1.0,22.0,237.0,2.79,0.0
48540,19.0,0.0,0.0,213.0,0.72,1.0
48541,29.0,1.0,13.0,333.0,1.42,1.0
48542,12.0,1.0,15.0,259.0,1.91,0.0
48543,2.0,1.0,23.0,236.0,2.7,0.0
48544,45.0,1.0,36.0,465.0,0.52,1.0
48545,62.0,1.0,19.0,21.0,2.74,1.0
48546,3.0,1.0,17.0,137.0,1.07,0.0
48547,22.0,1.0,13.0,496.0,0.48,0.0
48548,3.0,1.0,19.0,280.0,1.7,0.0
48549,2.0,1.0,22.0,377.0,0.63,0.0
48550,12.0,1.0,44.0,277.0,1.47,0.0
48551,10.0,1.0,4.0,113.0,1.9,1.0
48552,7.0,1.0,19.0,101.0,2.77,0.0
48553,35.0,1.0,17.0,21.0,1.46,1.0
48554,5.0,1.0,27.0,113.0,2.59,1.0
48555,35.0,1.0,19.0,274.0,2.61,1.0
48556,15.0,1.0,41.0,245.0,1.54,0.0
48557,3.0,1.0,47.0,19.0,2.83,0.0
48558,8.0,1.0,23.0,145.0,1.2,0.0
48559,3.0,1.0,3.0,280.0,0.59,0.0
48560,29.0,1.0,13.0,213.0,0.53,1.0
48561,731.0,1.0,14.0,243.0,1.52,1.0
48562,62.0,1.0,19.0,21.0,0.79,1.0
48563,9.0,1.0,13.0,232.0,2.5,0.0
48564,19.0,0.0,24.0,213.0,2.05,1.0
48565,3.0,1.0,15.0,480.0,2.07,1.0
48566,9.0,1.0,27.0,215.0,1.41,0.0
48567,3.0,1.0,13.0,417.0,1.11,0.0
48568,19.0,379.0,24.0,213.0,1.38,1.0
48569,12.0,1.0,19.0,178.0,2.37,0.0
48570,18.0,1.0,19.0,126.0,0.03,1.0
48571,2.0,1.0,19.0,452.0,0.81,0.0
48572,19.0,0.0,24.0,347.0,2.5,1.0
48573,3.0,1.0,19.0,205.0,1.15,0.0
48574,14.0,1.0,19.0,379.0,1.76,0.0
48575,3.0,1.0,8.0,280.0,1.99,0.0
48576,3.0,1.0,19.0,442.0,1.37,0.0
48577,84.0,109.0,29.0,101.0,0.68,1.0
48578,19.0,0.0,24.0,213.0,1.46,1.0
48579,2.0,1.0,17.0,377.0,1.83,0.0
48580,9.0,1.0,19.0,134.0,1.03,0.0
48581,19.0,0.0,24.0,347.0,2.79,1.0
48582,9.0,1.0,64.0,107.0,2.74,0.0
48583,29.0,1.0,19.0,213.0,0.5,1.0
48584,19.0,0.0,0.0,213.0,0.78,1.0
48585,12.0,1.0,9.0,140.0,0.84,1.0
48586,19.0,96.0,50.0,282.0,1.87,1.0
48587,12.0,1.0,17.0,328.0,1.85,0.0
48588,45.0,1.0,43.0,465.0,0.56,1.0
48589,66.0,1.0,13.0,101.0,0.54,1.0
48590,19.0,0.0,24.0,213.0,2.72,1.0
48591,5.0,1.0,27.0,113.0,1.67,1.0
48592,29.0,1.0,22.0,213.0,1.81,1.0
48593,3.0,1.0,19.0,280.0,1.65,0.0
48594,45.0,1.0,61.0,419.0,0.95,1.0
48595,5.0,1.0,19.0,101.0,0.75,1.0
48596,10.0,1.0,47.0,113.0,2.91,1.0
48597,45.0,1.0,27.0,419.0,2.01,1.0
48598,15.0,1.0,9.0,140.0,0.77,0.0
48599,3.0,1.0,3.0,280.0,1.79,0.0
48600,18.0,1.0,53.0,134.0,0.68,0.0
48601,3.0,1.0,3.0,19.0,0.64,0.0
48602,13.0,1.0,12.0,477.0,2.12,0.0
48603,1.0,1.0,17.0,377.0,1.56,0.0
48604,12.0,1.0,1.0,178.0,2.55,0.0
48605,12.0,1.0,13.0,265.0,1.77,0.0
48606,3.0,1.0,13.0,280.0,1.72,0.0
48607,18.0,1.0,15.0,107.0,0.82,0.0
48608,12.0,1.0,17.0,277.0,1.4,0.0
48609,12.0,1.0,14.0,424.0,1.85,0.0
48610,78.0,0.0,67.0,224.0,1.08,1.0
48611,11.0,1.0,22.0,481.0,0.65,1.0
48612,21.0,1.0,14.0,128.0,1.35,0.0
48613,19.0,0.0,0.0,213.0,2.92,1.0
48614,12.0,1.0,10.0,265.0,2.8,0.0
48615,3.0,1.0,14.0,442.0,1.89,0.0
48616,19.0,980.0,38.0,213.0,2.75,1.0
48617,2.0,1.0,13.0,205.0,1.58,0.0
48618,18.0,1.0,13.0,379.0,2.99,0.0
48619,148.0,1.0,1.0,213.0,2.55,1.0
48620,12.0,1.0,17.0,205.0,1.82,0.0
48621,2.0,1.0,10.0,377.0,0.9,0.0
48622,18.0,1.0,37.0,107.0,2.77,0.0
48623,11.0,1.0,13.0,122.0,1.0,0.0
48624,9.0,1.0,25.0,215.0,2.8,0.0
48625,19.0,0.0,0.0,213.0,0.91,1.0
48626,18.0,1.0,13.0,134.0,0.4,0.0
48627,64.0,1.0,8.0,459.0,1.19,0.0
48628,45.0,1.0,32.0,419.0,1.88,1.0
48629,19.0,0.0,21.0,213.0,0.45,1.0
48630,45.0,1.0,8.0,5.0,2.63,1.0
48631,2.0,1.0,6.0,452.0,0.36,0.0
48632,19.0,0.0,38.0,213.0,2.66,1.0
48633,35.0,1.0,19.0,21.0,0.5,1.0
48634,12.0,1.0,19.0,328.0,2.9,0.0
48635,12.0,1.0,6.0,205.0,1.34,1.0
48636,12.0,1.0,19.0,328.0,0.43,0.0
48637,35.0,1.0,22.0,274.0,1.55,1.0
48638,19.0,0.0,50.0,333.0,2.38,1.0
48639,35.0,1.0,13.0,21.0,1.47,1.0
48640,27.0,1.0,3.0,153.0,2.98,0.0
48641,19.0,0.0,21.0,213.0,0.97,1.0
48642,64.0,1.0,13.0,459.0,2.6,0.0
48643,10.0,1.0,43.0,113.0,0.89,1.0
48644,19.0,0.0,50.0,213.0,1.39,1.0
48645,1.0,1.0,17.0,124.0,2.71,1.0
48646,16.0,1.0,13.0,268.0,1.95,1.0
48647,15.0,1.0,15.0,130.0,1.69,0.0
48648,3.0,1.0,13.0,417.0,2.87,0.0
48649,10.0,1.0,19.0,377.0,1.44,1.0
48650,3.0,1.0,8.0,442.0,1.9,0.0
48651,19.0,0.0,0.0,333.0,0.92,1.0
48652,9.0,1.0,17.0,466.0,1.0,0.0
48653,72.0,1.0,13.0,101.0,2.84,1.0
48654,18.0,1.0,15.0,376.0,2.88,0.0
48655,8.0,1.0,19.0,145.0,2.64,0.0
48656,62.0,1.0,19.0,21.0,0.8,1.0
48657,9.0,1.0,10.0,232.0,2.86,0.0
48658,2.0,1.0,19.0,219.0,1.37,0.0
48659,5.0,1.0,11.0,113.0,1.43,1.0
48660,27.0,1.0,37.0,280.0,1.35,1.0
48661,19.0,0.0,24.0,213.0,0.54,1.0
48662,19.0,0.0,0.0,347.0,2.57,1.0
48663,9.0,1.0,17.0,215.0,2.62,0.0
48664,35.0,1.0,19.0,21.0,0.38,1.0
48665,12.0,1.0,18.0,245.0,2.5,0.0
48666,29.0,1.0,13.0,213.0,2.73,1.0
48667,2.0,1.0,25.0,364.0,1.03,0.0
48668,19.0,0.0,24.0,210.0,0.45,1.0
48669,28.0,1.0,18.0,135.0,0.95,0.0
48670,1.0,2.0,35.0,153.0,1.82,0.0
48671,5.0,1.0,47.0,113.0,2.8,1.0
48672,15.0,1.0,17.0,245.0,1.64,0.0
48673,35.0,1.0,19.0,21.0,1.66,1.0
48674,96.0,8.0,38.0,213.0,0.66,1.0
48675,12.0,1.0,13.0,205.0,0.04,0.0
48676,3.0,1.0,42.0,211.0,2.88,0.0
48677,10.0,1.0,9.0,377.0,2.99,0.0
48678,19.0,0.0,0.0,347.0,0.69,1.0
48679,14.0,1.0,13.0,489.0,0.03,0.0
48680,15.0,1.0,22.0,386.0,1.51,0.0
48681,35.0,1.0,13.0,274.0,1.71,1.0
48682,2.0,1.0,14.0,237.0,0.78,0.0
48683,12.0,1.0,18.0,328.0,0.62,0.0
48684,12.0,2.0,19.0,259.0,0.89,0.0
48685,18.0,1.0,8.0,121.0,1.57,0.0
48686,9.0,2.0,12.0,234.0,2.88,0.0
48687,45.0,1.0,10.0,5.0,1.53,1.0
48688,35.0,1.0,17.0,21.0,0.36,1.0
48689,3.0,1.0,13.0,280.0,1.85,0.0
48690,9.0,1.0,19.0,244.0,1.51,1.0
48691,2.0,1.0,8.0,377.0,1.92,0.0
48692,14.0,1.0,12.0,379.0,2.62,0.0
48693,3.0,1.0,13.0,137.0,1.97,0.0
48694,18.0,1.0,13.0,134.0,2.93,0.0
48695,12.0,1.0,19.0,245.0,0.32,0.0
48696,3.0,1.0,13.0,280.0,0.56,0.0
48697,18.0,1.0,8.0,376.0,2.96,0.0
48698,18.0,1.0,13.0,379.0,2.66,0.0
48699,3.0,1.0,13.0,130.0,1.94,0.0
48700,29.0,1.0,47.0,213.0,2.74,1.0
48701,19.0,0.0,38.0,347.0,2.24,0.0
48702,19.0,78.0,0.0,213.0,0.9,1.0
48703,72.0,1.0,27.0,101.0,1.82,1.0
48704,8.0,1.0,13.0,145.0,2.5,1.0
48705,29.0,1.0,13.0,213.0,1.47,1.0
48706,12.0,1.0,19.0,409.0,1.41,0.0
48707,14.0,1.0,13.0,401.0,2.55,0.0
48708,58.0,1.0,13.0,21.0,0.84,1.0
48709,10.0,1.0,47.0,113.0,1.5,1.0
48710,21.0,1.0,3.0,232.0,1.33,0.0
48711,12.0,1.0,13.0,340.0,2.5,0.0
48712,5.0,1.0,43.0,113.0,1.72,1.0
48713,19.0,0.0,0.0,213.0,1.28,1.0
48714,3.0,1.0,25.0,205.0,2.77,0.0
48715,10.0,1.0,4.0,113.0,1.59,1.0
48716,14.0,1.0,18.0,489.0,2.63,0.0
48717,29.0,1.0,13.0,213.0,0.84,1.0
48718,12.0,2.0,13.0,265.0,2.78,0.0
48719,10.0,1.0,47.0,113.0,2.47,1.0
48720,3.0,1.0,13.0,280.0,0.45,0.0
48721,2.0,1.0,19.0,282.0,1.98,1.0
48722,20.0,1.0,19.0,478.0,0.31,0.0
48723,19.0,0.0,24.0,347.0,0.25,1.0
48724,15.0,1.0,25.0,379.0,0.32,0.0
48725,35.0,1.0,19.0,274.0,0.86,1.0
48726,45.0,1.0,10.0,213.0,1.43,1.0
48727,1.0,1.0,19.0,213.0,0.67,1.0
48728,2.0,1.0,14.0,219.0,2.83,0.0
48729,1.0,1.0,49.0,153.0,2.96,0.0
48730,16.0,1.0,19.0,268.0,2.95,1.0
48731,19.0,0.0,50.0,343.0,2.81,1.0
48732,20.0,1.0,13.0,259.0,1.85,1.0
48733,3.0,1.0,6.0,280.0,1.88,0.0
48734,35.0,1.0,13.0,21.0,0.96,1.0
48735,19.0,18.0,0.0,213.0,2.9,1.0
48736,19.0,0.0,0.0,347.0,2.27,1.0
48737,79.0,1.0,19.0,213.0,1.03,1.0
48738,3.0,1.0,10.0,173.0,1.83,0.0
48739,26.0,1.0,18.0,266.0,2.78,0.0
48740,1.0,1.0,15.0,134.0,0.09,0.0
48741,12.0,1.0,13.0,259.0,2.5,0.0
48742,3.0,2.0,13.0,280.0,1.82,0.0
48743,35.0,1.0,19.0,274.0,2.38,1.0
48744,19.0,0.0,24.0,213.0,2.99,1.0
48745,36.0,1.0,28.0,128.0,2.41,1.0
48746,3.0,1.0,19.0,280.0,1.4,0.0
48747,9.0,1.0,22.0,232.0,1.31,0.0
48748,35.0,1.0,13.0,21.0,2.45,1.0
48749,1.0,1.0,18.0,178.0,0.62,0.0
48750,35.0,1.0,19.0,21.0,1.56,1.0
48751,3.0,1.0,35.0,135.0,0.71,0.0
48752,35.0,1.0,13.0,21.0,1.44,1.0
48753,8.0,2.0,11.0,145.0,0.57,0.0
48754,19.0,0.0,0.0,213.0,2.08,1.0
48755,2.0,1.0,13.0,477.0,0.97,0.0
48756,10.0,1.0,11.0,113.0,0.72,1.0
48757,11.0,1.0,19.0,219.0,3.01,0.0
48758,7.0,1.0,19.0,101.0,2.97,0.0
48759,18.0,1.0,13.0,107.0,1.27,1.0
48760,21.0,1.0,19.0,232.0,3.02,0.0
48761,3.0,1.0,19.0,280.0,2.4,0.0
48762,3.0,1.0,19.0,280.0,0.7,0.0
48763,82.0,1.0,22.0,224.0,1.86,1.0
48764,12.0,1.0,178.0,178.0,1.73,0.0
48765,19.0,0.0,0.0,347.0,0.52,1.0
48766,19.0,0.0,21.0,213.0,1.63,1.0
48767,14.0,1.0,18.0,463.0,2.61,0.0
48768,35.0,1.0,26.0,274.0,1.08,1.0
48769,35.0,1.0,22.0,274.0,2.03,1.0
48770,116.0,1.0,41.0,101.0,1.66,1.0
48771,12.0,1.0,22.0,178.0,1.49,0.0
48772,2.0,1.0,13.0,122.0,2.39,0.0
48773,2.0,1.0,8.0,469.0,1.43,0.0
48774,29.0,1.0,14.0,213.0,2.01,1.0
48775,10.0,1.0,61.0,113.0,1.46,1.0
48776,35.0,1.0,13.0,21.0,0.92,1.0
48777,15.0,1.0,8.0,140.0,1.55,0.0
48778,108.0,1.0,19.0,243.0,0.58,1.0
48779,1.0,1.0,17.0,17.0,2.83,0.0
48780,19.0,161.0,38.0,213.0,0.69,1.0
48781,10.0,1.0,32.0,113.0,2.89,1.0
48782,15.0,1.0,3.0,245.0,1.47,0.0
48783,1.0,1.0,19.0,125.0,1.17,0.0
48784,15.0,1.0,18.0,265.0,2.7,0.0
48785,23.0,1.0,9.0,153.0,0.96,0.0
48786,3.0,1.0,3.0,409.0,1.56,0.0
48787,18.0,1.0,13.0,121.0,1.1,1.0
48788,15.0,1.0,13.0,315.0,2.56,0.0
48789,12.0,1.0,13.0,245.0,0.97,0.0
48790,7.0,1.0,17.0,101.0,2.9,0.0
48791,35.0,1.0,16.0,274.0,0.94,1.0
48792,18.0,1.0,19.0,376.0,1.55,1.0
48793,19.0,1404.0,0.0,213.0,2.58,1.0
48794,15.0,1.0,13.0,265.0,2.38,0.0
48795,8.0,1.0,19.0,145.0,0.06,1.0
48796,19.0,329.0,0.0,213.0,2.94,1.0
48797,1.0,1.0,19.0,125.0,0.67,0.0
48798,2.0,1.0,17.0,212.0,0.68,0.0
48799,15.0,1.0,19.0,265.0,1.92,0.0
48800,6.0,1.0,16.0,125.0,2.37,0.0
48801,19.0,0.0,0.0,343.0,2.26,1.0
48802,18.0,1.0,8.0,376.0,0.9,0.0
48803,29.0,1.0,32.0,343.0,2.9,0.0
48804,19.0,60.0,38.0,213.0,2.02,1.0
48805,1.0,1.0,19.0,134.0,0.75,0.0
48806,3.0,2.0,13.0,211.0,2.93,0.0
48807,190.0,1.0,19.0,101.0,1.44,1.0
48808,3.0,1.0,22.0,280.0,1.54,1.0
48809,35.0,1.0,17.0,21.0,1.6,1.0
48810,15.0,1.0,18.0,245.0,0.85,0.0
48811,12.0,1.0,27.0,245.0,0.17,0.0
48812,3.0,1.0,1.0,424.0,0.26,1.0
48813,18.0,1.0,12.0,121.0,2.03,0.0
48814,18.0,1.0,20.0,439.0,0.73,0.0
48815,35.0,1.0,13.0,21.0,0.46,1.0
48816,15.0,2.0,10.0,245.0,2.11,0.0
48817,21.0,1.0,10.0,232.0,0.93,0.0
48818,39.0,1.0,19.0,213.0,1.54,1.0
48819,1.0,1.0,47.0,153.0,1.33,0.0
48820,19.0,0.0,21.0,210.0,1.0,1.0
48821,3.0,1.0,7.0,114.0,1.45,1.0
48822,2.0,1.0,13.0,122.0,1.74,0.0
48823,29.0,1.0,13.0,343.0,1.72,1.0
48824,27.0,1.0,13.0,153.0,1.36,0.0
48825,10.0,1.0,30.0,113.0,0.5,1.0
48826,3.0,1.0,17.0,137.0,0.74,0.0
48827,9.0,1.0,13.0,466.0,1.91,0.0
48828,35.0,1.0,13.0,21.0,2.05,1.0
48829,19.0,0.0,21.0,213.0,2.06,1.0
48830,35.0,1.0,19.0,21.0,0.39,1.0
48831,18.0,3032.0,607.0,107.0,0.6,0.0
48832,3.0,1.0,6.0,115.0,0.91,0.0
48833,8.0,1.0,13.0,145.0,0.53,1.0
48834,29.0,1.0,13.0,101.0,1.74,1.0
48835,3.0,2.0,8.0,280.0,2.57,0.0
48836,18.0,1.0,3.0,107.0,2.82,0.0
48837,35.0,1.0,15.0,274.0,2.36,1.0
48838,29.0,2.0,25.0,101.0,0.9,1.0
48839,29.0,1.0,8.0,213.0,2.17,1.0
48840,15.0,1.0,19.0,245.0,1.36,0.0
48841,3.0,1.0,4.0,280.0,0.65,0.0
48842,2.0,1.0,10.0,317.0,1.76,1.0
48843,20.0,1.0,18.0,478.0,0.3,1.0
48844,3.0,1.0,13.0,211.0,1.94,0.0
48845,14.0,1.0,19.0,134.0,0.75,0.0
48846,19.0,154.0,24.0,213.0,2.98,1.0
48847,45.0,1.0,6.0,5.0,0.73,1.0
48848,45.0,1.0,17.0,5.0,0.7,1.0
48849,5.0,1.0,4.0,113.0,1.56,1.0
48850,66.0,1.0,19.0,101.0,2.06,1.0
48851,12.0,1.0,27.0,265.0,2.54,0.0
48852,25.0,1.0,17.0,259.0,1.54,0.0
48853,18.0,1.0,3.0,439.0,1.63,0.0
48854,35.0,1.0,25.0,21.0,2.56,1.0
48855,3.0,1.0,19.0,409.0,2.3,0.0
48856,13.0,1.0,13.0,400.0,1.56,0.0
48857,13.0,1.0,22.0,477.0,0.44,0.0
48858,1.0,1.0,19.0,135.0,0.63,0.0
48859,8.0,1.0,13.0,145.0,2.27,1.0
48860,72.0,1.0,19.0,101.0,1.99,1.0
48861,19.0,0.0,21.0,213.0,0.15,1.0
48862,29.0,1.0,31.0,213.0,1.8,1.0
48863,66.0,1.0,25.0,101.0,0.08,1.0
48864,9.0,1.0,13.0,258.0,2.65,0.0
48865,10.0,1.0,17.0,113.0,0.22,1.0
48866,23.0,1.0,13.0,153.0,1.67,0.0
48867,9.0,1.0,16.0,258.0,1.91,0.0
48868,35.0,1.0,19.0,21.0,0.37,1.0
48869,14.0,1.0,13.0,401.0,0.83,0.0
48870,19.0,0.0,21.0,213.0,1.73,1.0
48871,35.0,1.0,17.0,274.0,0.51,1.0
48872,35.0,1.0,13.0,21.0,0.49,1.0
48873,18.0,1.0,37.0,121.0,2.98,0.0
48874,12.0,1.0,44.0,340.0,2.2,0.0
48875,3.0,1.0,19.0,280.0,2.36,0.0
48876,64.0,1.0,20.0,459.0,1.37,1.0
48877,18.0,1.0,27.0,439.0,1.52,0.0
48878,3.0,2.0,16.0,280.0,2.84,0.0
48879,18.0,1.0,19.0,107.0,2.8,0.0
48880,12.0,1.0,13.0,328.0,0.93,0.0
48881,14.0,1.0,6.0,439.0,2.62,0.0
48882,12.0,1.0,17.0,245.0,0.47,0.0
48883,5.0,1.0,4.0,113.0,2.01,1.0
48884,14.0,1.0,13.0,134.0,1.97,0.0
48885,3.0,1.0,10.0,280.0,2.36,0.0
48886,12.0,1.0,19.0,265.0,0.64,0.0
48887,26.0,1.0,13.0,121.0,1.35,0.0
48888,9.0,2.0,20.0,466.0,2.72,0.0
48889,12.0,1.0,23.0,245.0,0.33,0.0
48890,5.0,1.0,61.0,113.0,1.55,1.0
48891,12.0,1.0,13.0,328.0,1.34,0.0
48892,66.0,1.0,12.0,101.0,2.91,1.0
48893,20.0,1.0,13.0,259.0,1.37,1.0
48894,24.0,1.0,19.0,105.0,2.29,1.0
48895,3.0,1.0,77.0,409.0,1.64,0.0
48896,72.0,1.0,14.0,101.0,0.45,1.0
48897,3.0,1.0,19.0,280.0,1.55,0.0
48898,12.0,1.0,28.0,245.0,1.32,0.0
48899,19.0,18.0,0.0,282.0,0.68,1.0
48900,12.0,1.0,13.0,245.0,1.33,0.0
48901,14.0,1.0,8.0,349.0,0.89,0.0
48902,1.0,1.0,19.0,134.0,2.83,0.0
48903,23.0,1.0,32.0,153.0,0.29,0.0
48904,12.0,2.0,20.0,178.0,1.86,0.0
48905,3.0,1.0,22.0,424.0,2.41,0.0
48906,15.0,1.0,13.0,245.0,0.02,0.0
48907,8.0,1.0,10.0,140.0,0.02,1.0
48908,64.0,1.0,14.0,459.0,0.73,0.0
48909,17.0,1.0,13.0,280.0,1.98,0.0
48910,15.0,1.0,15.0,3.0,0.58,0.0
48911,19.0,0.0,0.0,213.0,0.76,1.0
48912,13.0,1.0,13.0,477.0,2.44,0.0
48913,19.0,0.0,0.0,343.0,0.36,1.0
48914,62.0,1.0,13.0,21.0,1.38,1.0
48915,27.0,1.0,13.0,153.0,1.81,1.0
48916,3.0,1.0,20.0,173.0,2.7,0.0
48917,19.0,0.0,0.0,213.0,2.95,1.0
48918,3.0,1.0,9.0,130.0,0.82,0.0
48919,29.0,1.0,6.0,101.0,0.92,1.0
48920,19.0,89.0,24.0,213.0,0.06,1.0
48921,45.0,1.0,66.0,419.0,1.89,1.0
48922,29.0,1.0,19.0,101.0,0.53,1.0
48923,10.0,1.0,4.0,113.0,1.67,1.0
48924,12.0,1.0,19.0,409.0,0.49,0.0
48925,19.0,0.0,24.0,213.0,2.9,1.0
48926,15.0,1.0,15.0,265.0,2.9,0.0
48927,1.0,1.0,18.0,178.0,0.71,0.0
48928,3.0,1.0,13.0,280.0,2.46,0.0
48929,5.0,1.0,17.0,113.0,2.28,1.0
48930,29.0,1.0,15.0,213.0,1.95,1.0
48931,35.0,1.0,13.0,21.0,0.37,1.0
48932,18.0,1.0,13.0,107.0,1.59,0.0
48933,19.0,0.0,24.0,213.0,2.27,1.0
48934,35.0,1.0,13.0,274.0,0.61,1.0
48935,17.0,1.0,23.0,128.0,3.0,0.0
48936,10.0,1.0,27.0,113.0,2.41,1.0
48937,64.0,1.0,19.0,459.0,1.03,0.0
48938,2.0,1.0,6.0,219.0,2.4,0.0
48939,45.0,1.0,55.0,419.0,2.15,1.0
48940,12.0,1.0,18.0,178.0,2.49,0.0
48941,9.0,1.0,19.0,244.0,0.42,0.0
48942,3.0,1.0,22.0,280.0,0.61,0.0
48943,12.0,1.0,16.0,178.0,0.87,0.0
48944,2.0,1.0,19.0,477.0,1.55,0.0
48945,3.0,1.0,19.0,280.0,0.65,0.0
48946,10.0,1.0,32.0,113.0,2.51,1.0
48947,15.0,1.0,13.0,245.0,2.15,0.0
48948,6.0,1.0,14.0,459.0,0.82,0.0
48949,35.0,1.0,13.0,21.0,0.37,1.0
48950,18.0,1.0,13.0,107.0,0.6,0.0
48951,18.0,1.0,19.0,121.0,1.06,0.0
48952,19.0,0.0,24.0,213.0,0.93,1.0
48953,12.0,1.0,19.0,178.0,2.73,0.0
48954,15.0,1.0,19.0,111.0,1.54,1.0
48955,12.0,1.0,25.0,259.0,2.59,0.0
48956,19.0,6.0,29.0,213.0,2.92,1.0
48957,5.0,1.0,10.0,113.0,2.19,1.0
48958,2.0,1.0,19.0,236.0,2.09,0.0
48959,18.0,1.0,23.0,107.0,1.97,0.0
48960,2.0,1.0,6.0,18.0,0.84,0.0
48961,214.0,1.0,16.0,243.0,1.62,1.0
48962,29.0,1.0,3.0,213.0,2.19,1.0
48963,12.0,1.0,22.0,178.0,0.66,0.0
48964,9.0,1.0,22.0,244.0,0.82,1.0
48965,2.0,1.0,19.0,237.0,1.98,0.0
48966,14.0,1.0,19.0,489.0,2.54,0.0
48967,9.0,1.0,19.0,215.0,2.32,1.0
48968,15.0,1.0,13.0,315.0,0.39,0.0
48969,10.0,1.0,30.0,113.0,2.65,1.0
48970,29.0,2.0,19.0,343.0,1.96,1.0
48971,12.0,1.0,13.0,265.0,0.22,0.0
48972,14.0,1.0,47.0,439.0,2.84,0.0
48973,3.0,1.0,19.0,205.0,2.68,0.0
48974,11.0,1.0,13.0,319.0,1.8,0.0
48975,3.0,2.0,13.0,402.0,0.28,0.0
48976,3.0,1.0,28.0,280.0,2.02,0.0
48977,39.0,1.0,6.0,213.0,1.4,1.0
48978,19.0,0.0,50.0,213.0,0.74,1.0
48979,19.0,6.0,29.0,213.0,1.3,1.0
48980,12.0,1.0,13.0,178.0,1.64,0.0
48981,19.0,0.0,24.0,213.0,2.89,1.0
48982,5.0,1.0,35.0,113.0,1.72,1.0
48983,15.0,1.0,22.0,278.0,1.02,0.0
48984,2.0,1.0,23.0,477.0,1.02,0.0
48985,150.0,1.0,11.0,110.0,0.04,0.0
48986,9.0,1.0,18.0,466.0,1.52,0.0
48987,12.0,1.0,13.0,265.0,1.44,0.0
48988,2.0,1.0,18.0,401.0,2.15,0.0
48989,25.0,1.0,19.0,259.0,0.57,0.0
48990,12.0,1.0,22.0,265.0,0.72,0.0
48991,3.0,1.0,20.0,280.0,2.38,0.0
48992,2.0,1.0,13.0,452.0,0.36,0.0
48993,9.0,1.0,19.0,244.0,0.46,1.0
48994,3.0,1.0,13.0,280.0,0.53,0.0
48995,19.0,0.0,0.0,347.0,2.71,1.0
48996,66.0,1.0,49.0,101.0,2.58,1.0
48997,21.0,1.0,44.0,128.0,0.39,0.0
48998,12.0,1.0,18.0,245.0,2.19,0.0
48999,15.0,1.0,19.0,245.0,1.81,0.0
49000,64.0,1.0,19.0,459.0,0.51,0.0
49001,10.0,1.0,13.0,317.0,1.33,1.0
49002,2.0,1.0,37.0,452.0,2.6,0.0
49003,25.0,1.0,16.0,259.0,0.53,0.0
49004,8.0,1.0,19.0,145.0,2.62,1.0
49005,35.0,1.0,19.0,274.0,0.74,1.0
49006,29.0,1.0,13.0,343.0,1.63,1.0
49007,19.0,16.0,0.0,213.0,2.99,1.0
49008,9.0,1.0,13.0,334.0,1.49,0.0
49009,14.0,1.0,2.0,480.0,0.49,0.0
49010,2.0,1.0,13.0,469.0,2.53,0.0
49011,19.0,0.0,0.0,347.0,2.58,1.0
49012,79.0,1.0,18.0,213.0,1.55,1.0
49013,18.0,1.0,10.0,107.0,0.46,0.0
49014,19.0,0.0,24.0,213.0,2.75,1.0
49015,43.0,1.0,13.0,330.0,0.7,1.0
49016,2.0,2.0,25.0,205.0,0.91,0.0
49017,5.0,1.0,47.0,113.0,0.98,1.0
49018,12.0,1.0,15.0,265.0,0.9,0.0
49019,35.0,1.0,13.0,21.0,0.5,1.0
49020,19.0,40.0,24.0,213.0,2.76,1.0
49021,10.0,1.0,7.0,113.0,0.4,1.0
49022,66.0,1.0,10.0,101.0,1.75,1.0
49023,29.0,1.0,25.0,213.0,1.74,1.0
49024,19.0,0.0,24.0,347.0,1.62,1.0
49025,2.0,1.0,27.0,477.0,1.08,0.0
49026,3.0,1.0,25.0,19.0,1.54,0.0
49027,21.0,1.0,28.0,232.0,1.44,0.0
49028,19.0,0.0,50.0,213.0,2.51,1.0
49029,12.0,1.0,9.0,245.0,0.72,0.0
49030,35.0,1.0,19.0,21.0,2.38,1.0
49031,12.0,1.0,13.0,259.0,0.51,0.0
49032,9.0,2.0,19.0,234.0,0.89,0.0
49033,127.0,97.0,24.0,213.0,2.42,1.0
49034,3.0,2.0,13.0,280.0,0.63,0.0
49035,2.0,1.0,19.0,364.0,0.72,0.0
49036,35.0,1.0,28.0,21.0,2.8,1.0
49037,12.0,2.0,19.0,265.0,1.99,0.0
49038,19.0,240.0,0.0,213.0,1.0,1.0
49039,35.0,1.0,17.0,274.0,0.39,1.0
49040,11.0,1.0,37.0,173.0,1.43,0.0
49041,18.0,1.0,19.0,134.0,0.68,1.0
49042,2.0,1.0,13.0,452.0,1.35,0.0
49043,12.0,1.0,15.0,19.0,0.71,0.0
49044,5.0,1.0,11.0,113.0,2.86,1.0
49045,2.0,1.0,13.0,435.0,0.85,0.0
49046,20.0,1.0,3.0,259.0,0.42,0.0
49047,10.0,1.0,7.0,113.0,1.85,1.0
49048,29.0,1.0,17.0,213.0,2.5,1.0
49049,15.0,1.0,22.0,245.0,1.34,0.0
49050,19.0,40.0,24.0,213.0,1.9,1.0
